From ERCOT historic data.  No screening or filtering applied.  Data looks good though from basic time series plot (2019),,,,
There is 1 hour of missing demand (2016,11,7,6) which is filled with linear interpolation,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2018,6,10,13,38857.614729
2018,6,10,14,41934.869382
2018,6,10,15,45972.512217
2018,6,10,16,49643.459374
2018,6,10,17,53233.141558999996
2018,6,10,18,56427.788398000004
2018,6,10,19,59060.209373000005
2018,6,10,20,61001.231462
2018,6,10,21,62343.85336
2018,6,10,22,63185.817251
2018,6,10,23,63081.403170000005
2018,6,10,24,61910.918902
2018,6,11,1,59697.375461
2018,6,11,2,57853.241636
2018,6,11,3,56304.483328999995
2018,6,11,4,52943.113084
2018,6,11,5,48951.013665
2018,6,11,6,45600.825608
2018,6,11,7,43323.113987
2018,6,11,8,41857.781267
2018,6,11,9,41049.272286
2018,6,11,10,41163.093379000005
2018,6,11,11,42359.753804
2018,6,11,12,44012.916032
2018,6,11,13,45471.389302999996
2018,6,11,14,47884.942722
2018,6,11,15,50836.966385
2018,6,11,16,53907.23692999999
2018,6,11,17,56922.733293
2018,6,11,18,59514.314385000005
2018,6,11,19,62070.863732000005
2018,6,11,20,64026.664401
2018,6,11,21,65686.7188
2018,6,11,22,66650.400361
2018,6,11,23,66475.392353
2018,6,11,24,65200.697339
2018,6,12,1,62811.216388
2018,6,12,2,60413.970222
2018,6,12,3,58550.024402999996
2018,6,12,4,54667.241612
2018,6,12,5,50403.449765
2018,6,12,6,46956.025184
2018,6,12,7,44525.418589
2018,6,12,8,42904.821781
2018,6,12,9,41833.356727
2018,6,12,10,41515.261116
2018,6,12,11,42552.6713
2018,6,12,12,44080.709423
2018,6,12,13,45456.071395
2018,6,12,14,47839.361362
2018,6,12,15,50965.233792
2018,6,12,16,54396.476845000005
2018,6,12,17,57794.680638
2018,6,12,18,60696.04001699999
2018,6,12,19,63451.496864
2018,6,12,20,65405.249220000005
2018,6,12,21,66634.39971499999
2018,6,12,22,67127.25151900001
2018,6,12,23,66609.16929199999
2018,6,12,24,65272.408502
2018,6,13,1,62784.296053
2018,6,13,2,60133.604603
2018,6,13,3,57879.885244000005
2018,6,13,4,53915.630447
2018,6,13,5,49707.169413999996
2018,6,13,6,46175.571498000005
2018,6,13,7,43576.403916
2018,6,13,8,41797.859158
2018,6,13,9,40797.945718
2018,6,13,10,40560.302224
2018,6,13,11,41710.769058
2018,6,13,12,43140.387111000004
2018,6,13,13,44399.118613
2018,6,13,14,46953.152211
2018,6,13,15,50251.081468000004
2018,6,13,16,53954.544246000005
2018,6,13,17,57337.918975
2018,6,13,18,60396.048557
2018,6,13,19,63360.562139999995
2018,6,13,20,65615.304829
2018,6,13,21,67076.692623
2018,6,13,22,67685.89487
2018,6,13,23,67362.31367
2018,6,13,24,66033.281739
2018,6,14,1,63463.269
2018,6,14,2,60729.932508000005
2018,6,14,3,58254.863323000005
2018,6,14,4,54176.014213
2018,6,14,5,49962.534118999996
2018,6,14,6,46301.947243
2018,6,14,7,43554.427178
2018,6,14,8,41599.082953
2018,6,14,9,40401.494029
2018,6,14,10,40054.548488
2018,6,14,11,40876.829307
2018,6,14,12,42136.282668
2018,6,14,13,43766.341449
2018,6,14,14,46727.106635000004
2018,6,14,15,50317.398064
2018,6,14,16,54125.799724000004
2018,6,14,17,57633.116264
2018,6,14,18,60562.164854999995
2018,6,14,19,62988.543634
2018,6,14,20,63800.42281900001
2018,6,14,21,63730.93913300001
2018,6,14,22,63853.870038
2018,6,14,23,63430.023414999996
2018,6,14,24,62436.379716999996
2018,6,15,1,60562.33175499999
2018,6,15,2,58353.296275
2018,6,15,3,56547.74179099999
2018,6,15,4,53031.840727999996
2018,6,15,5,49034.477618
2018,6,15,6,45543.247731
2018,6,15,7,43030.217026
2018,6,15,8,41204.008862
2018,6,15,9,40008.26234
2018,6,15,10,39675.230051
2018,6,15,11,40484.351274
2018,6,15,12,41525.718446
2018,6,15,13,43184.906527
2018,6,15,14,46406.298994
2018,6,15,15,49844.70442
2018,6,15,16,53570.10166
2018,6,15,17,56588.18345599999
2018,6,15,18,59154.543338999996
2018,6,15,19,61665.60146699999
2018,6,15,20,63755.301746000005
2018,6,15,21,65231.835033
2018,6,15,22,65646.227256
2018,6,15,23,64968.192299
2018,6,15,24,63263.734558000004
2018,6,16,1,60690.977899
2018,6,16,2,58163.247479
2018,6,16,3,56373.408361
2018,6,16,4,53246.926214
2018,6,16,5,49799.413215
2018,6,16,6,46685.045589999994
2018,6,16,7,44194.469171
2018,6,16,8,42227.895202
2018,6,16,9,40918.036287
2018,6,16,10,40030.277018
2018,6,16,11,39764.126265
2018,6,16,12,39608.759265
2018,6,16,13,40915.001923
2018,6,16,14,44254.671265
2018,6,16,15,47866.178879
2018,6,16,16,51217.539352
2018,6,16,17,54398.337744000004
2018,6,16,18,57325.144076
2018,6,16,19,59537.53398200001
2018,6,16,20,60952.495888
2018,6,16,21,61937.716616
2018,6,16,22,62452.56376699999
2018,6,16,23,61850.171724
2018,6,16,24,60625.07853200001
2018,6,17,1,58394.530587
2018,6,17,2,56001.88914299999
2018,6,17,3,54306.438271000006
2018,6,17,4,51421.697548000004
2018,6,17,5,48231.5992
2018,6,17,6,45000.950876
2018,6,17,7,42387.435629
2018,6,17,8,40450.991929
2018,6,17,9,38951.07015
2018,6,17,10,37938.842252999995
2018,6,17,11,37514.528444999996
2018,6,17,12,37083.199899
2018,6,17,13,38191.693651999994
2018,6,17,14,41594.951802999996
2018,6,17,15,45084.258976
2018,6,17,16,47739.359145999995
2018,6,17,17,50166.328632
2018,6,17,18,52801.789967000004
2018,6,17,19,54820.548245000005
2018,6,17,20,56153.413308
2018,6,17,21,57530.11028200001
2018,6,17,22,58423.833982000004
2018,6,17,23,58098.290761000004
2018,6,17,24,57019.62001599999
2018,6,18,1,55264.53751
2018,6,18,2,53608.972171
2018,6,18,3,52665.558168999996
2018,6,18,4,50046.34723
2018,6,18,5,46622.59747
2018,6,18,6,43636.721569
2018,6,18,7,41390.82032
2018,6,18,8,39852.600713
2018,6,18,9,39128.961963
2018,6,18,10,39110.997537999996
2018,6,18,11,40328.801870999996
2018,6,18,12,41950.946622
2018,6,18,13,43206.911002
2018,6,18,14,45004.862878
2018,6,18,15,47184.067623
2018,6,18,16,49719.518649
2018,6,18,17,51936.163007999996
2018,6,18,18,53793.629031
2018,6,18,19,55845.530555
2018,6,18,20,57520.535530999994
2018,6,18,21,58598.231989
2018,6,18,22,58973.611115
2018,6,18,23,58400.803977999996
2018,6,18,24,57144.302798000004
2018,6,19,1,55102.196949
2018,6,19,2,53252.559262
2018,6,19,3,51857.535577999995
2018,6,19,4,48679.857548
2018,6,19,5,45084.844147
2018,6,19,6,42046.838828
2018,6,19,7,39933.792765
2018,6,19,8,38549.505539
2018,6,19,9,37698.31245
2018,6,19,10,37633.858449
2018,6,19,11,38833.770935
2018,6,19,12,40596.416884
2018,6,19,13,41755.192344999996
2018,6,19,14,43252.112969
2018,6,19,15,45112.633098
2018,6,19,16,47297.046388
2018,6,19,17,48921.459436000005
2018,6,19,18,50319.477473
2018,6,19,19,51297.435122
2018,6,19,20,51663.923846
2018,6,19,21,51863.780684
2018,6,19,22,51888.262096
2018,6,19,23,51621.583976999995
2018,6,19,24,50848.005207
2018,6,20,1,49750.851522000004
2018,6,20,2,49199.548441
2018,6,20,3,48672.571201
2018,6,20,4,46323.290819
2018,6,20,5,43120.71825
2018,6,20,6,40411.011891
2018,6,20,7,38518.366724
2018,6,20,8,37376.055274
2018,6,20,9,36774.200439
2018,6,20,10,36964.003333
2018,6,20,11,38546.448277999996
2018,6,20,12,40619.895591
2018,6,20,13,41971.569173
2018,6,20,14,43311.922119999996
2018,6,20,15,45001.959483
2018,6,20,16,47014.888279
2018,6,20,17,49406.080234
2018,6,20,18,51484.249481
2018,6,20,19,53341.077119
2018,6,20,20,54521.660478
2018,6,20,21,55256.880519000006
2018,6,20,22,55427.011023
2018,6,20,23,54874.564709000006
2018,6,20,24,53928.664266
2018,6,21,1,52506.753226
2018,6,21,2,51167.374013
2018,6,21,3,50002.252157
2018,6,21,4,46982.306974
2018,6,21,5,43433.106594
2018,6,21,6,40575.237538
2018,6,21,7,38515.483801
2018,6,21,8,37206.652173
2018,6,21,9,36464.435955
2018,6,21,10,36454.759042000005
2018,6,21,11,37829.124286
2018,6,21,12,39716.194331
2018,6,21,13,41209.504342
2018,6,21,14,43296.854012
2018,6,21,15,46127.405781
2018,6,21,16,49319.463169
2018,6,21,17,52331.325341
2018,6,21,18,54789.021195
2018,6,21,19,56928.726962
2018,6,21,20,58992.992357
2018,6,21,21,60952.533247
2018,6,21,22,62441.911895000005
2018,6,21,23,62805.157972
2018,6,21,24,61886.694838
2018,6,22,1,59907.635061
2018,6,22,2,57725.809459000004
2018,6,22,3,55794.545826999994
2018,6,22,4,52129.863761
2018,6,22,5,48195.101254
2018,6,22,6,44814.540855
2018,6,22,7,42371.700018
2018,6,22,8,40751.227197
2018,6,22,9,39767.310162
2018,6,22,10,39535.471556
2018,6,22,11,40490.732513
2018,6,22,12,41852.469471
2018,6,22,13,43458.124373
2018,6,22,14,46257.406052
2018,6,22,15,49845.546071
2018,6,22,16,53299.319683
2018,6,22,17,56802.26211799999
2018,6,22,18,59999.245349000004
2018,6,22,19,63213.102025
2018,6,22,20,65852.239501
2018,6,22,21,67314.58511900001
2018,6,22,22,67807.817698
2018,6,22,23,67662.034096
2018,6,22,24,66653.312117
2018,6,23,1,64373.7028
2018,6,23,2,61660.40399400001
2018,6,23,3,59435.050797
2018,6,23,4,56004.379956
2018,6,23,5,52352.139565
2018,6,23,6,48906.110348
2018,6,23,7,45921.363448000004
2018,6,23,8,43554.360862
2018,6,23,9,41774.523977
2018,6,23,10,40483.613239
2018,6,23,11,39944.962185000004
2018,6,23,12,39881.647179
2018,6,23,13,40780.086091000005
2018,6,23,14,43509.902729
2018,6,23,15,46939.581067
2018,6,23,16,50594.192623
2018,6,23,17,54056.59968099999
2018,6,23,18,57305.404426
2018,6,23,19,60147.610457
2018,6,23,20,62384.321026
2018,6,23,21,63798.457011
2018,6,23,22,64589.627485000005
2018,6,23,23,64448.68292000001
2018,6,23,24,63071.205346
2018,6,24,1,60697.826010000004
2018,6,24,2,58417.142548
2018,6,24,3,56679.900760000004
2018,6,24,4,53696.476158000005
2018,6,24,5,50729.667288
2018,6,24,6,47806.459595
2018,6,24,7,45494.347909
2018,6,24,8,43535.331521
2018,6,24,9,42144.915064
2018,6,24,10,41224.141247
2018,6,24,11,40744.716098000004
2018,6,24,12,40329.545968
2018,6,24,13,40800.567724
2018,6,24,14,43478.070954
2018,6,24,15,46822.974712
2018,6,24,16,50643.370191
2018,6,24,17,54420.810604
2018,6,24,18,57664.734248
2018,6,24,19,60272.883365999995
2018,6,24,20,62328.05504400001
2018,6,24,21,63703.584249
2018,6,24,22,64480.126858
2018,6,24,23,64554.681523
2018,6,24,24,63230.747739
2018,6,25,1,61104.726059
2018,6,25,2,58828.570842999994
2018,6,25,3,57401.070755999994
2018,6,25,4,54103.435939999996
2018,6,25,5,50142.26512
2018,6,25,6,46651.514886000004
2018,6,25,7,44312.262754
2018,6,25,8,42704.942423
2018,6,25,9,41826.561114
2018,6,25,10,41731.427165
2018,6,25,11,42885.905051999995
2018,6,25,12,44066.540175
2018,6,25,13,44865.569082
2018,6,25,14,46749.390357
2018,6,25,15,49510.167566000004
2018,6,25,16,53010.726894
2018,6,25,17,56334.119556
2018,6,25,18,59042.023656
2018,6,25,19,61245.868910000005
2018,6,25,20,62325.81364400001
2018,6,25,21,63451.183941999996
2018,6,25,22,64460.633777999996
2018,6,25,23,64395.924052999995
2018,6,25,24,63227.206009
2018,6,26,1,61069.458178
2018,6,26,2,58833.222013
2018,6,26,3,57170.251339
2018,6,26,4,53678.686024
2018,6,26,5,49752.608519
2018,6,26,6,46433.690498
2018,6,26,7,44021.357364999996
2018,6,26,8,42303.208629
2018,6,26,9,41168.936972
2018,6,26,10,41010.204251999996
2018,6,26,11,42070.536161
2018,6,26,12,43470.225649
2018,6,26,13,44882.336098
2018,6,26,14,47541.722966
2018,6,26,15,51047.5025
2018,6,26,16,54640.05459299999
2018,6,26,17,58033.789829999994
2018,6,26,18,61037.493905999996
2018,6,26,19,63737.774222
2018,6,26,20,65765.94202100001
2018,6,26,21,67191.068865
2018,6,26,22,67679.228023
2018,6,26,23,67482.578721
2018,6,26,24,66400.331458
2018,6,27,1,64196.354935
2018,6,27,2,61429.70515
2018,6,27,3,59380.795616999996
2018,6,27,4,55423.39760800001
2018,6,27,5,51120.082846
2018,6,27,6,47508.876689
2018,6,27,7,44860.646064
2018,6,27,8,42945.642807
2018,6,27,9,41705.278019
2018,6,27,10,41393.964438
2018,6,27,11,42319.097352
2018,6,27,12,43485.116706
2018,6,27,13,45026.47333
2018,6,27,14,47956.724820999996
2018,6,27,15,51383.09789
2018,6,27,16,55137.63421799999
2018,6,27,17,58722.155412
2018,6,27,18,62097.534351
2018,6,27,19,65251.886826999995
2018,6,27,20,67527.226336
2018,6,27,21,68543.756886
2018,6,27,22,69102.209087
2018,6,27,23,69048.246947
2018,6,27,24,68301.917913
2018,6,28,1,66042.126949
2018,6,28,2,63106.43835700001
2018,6,28,3,60739.037455
2018,6,28,4,56707.82432100001
2018,6,28,5,52387.342778
2018,6,28,6,48598.808283
2018,6,28,7,45695.376022000004
2018,6,28,8,43661.931832
2018,6,28,9,42415.550622
2018,6,28,10,41952.583608999994
2018,6,28,11,42698.68952
2018,6,28,12,43770.436111
2018,6,28,13,45192.324113
2018,6,28,14,48041.525609
2018,6,28,15,51457.809078
2018,6,28,16,55181.26143099999
2018,6,28,17,58768.113872
2018,6,28,18,61931.679025
2018,6,28,19,64738.60936
2018,6,28,20,66857.871948
2018,6,28,21,68013.133926
2018,6,28,22,68589.416801
2018,6,28,23,68278.496791
2018,6,28,24,67065.014754
2018,6,29,1,64771.11509199999
2018,6,29,2,62200.63463099999
2018,6,29,3,60211.896195
2018,6,29,4,56348.028391
2018,6,29,5,52129.091813
2018,6,29,6,48453.449254
2018,6,29,7,45801.022094
2018,6,29,8,43986.341068
2018,6,29,9,42718.555901
2018,6,29,10,42301.741594
2018,6,29,11,43022.227818
2018,6,29,12,43958.605462
2018,6,29,13,45255.657534
2018,6,29,14,48071.154325
2018,6,29,15,51576.925308
2018,6,29,16,55175.051386
2018,6,29,17,58520.278001
2018,6,29,18,61533.019615
2018,6,29,19,64378.91538099999
2018,6,29,20,66384.358028
2018,6,29,21,67784.17045599999
2018,6,29,22,68447.356462
2018,6,29,23,67926.80355299999
2018,6,29,24,66045.242337
2018,6,30,1,63365.333475
2018,6,30,2,60659.10576900001
2018,6,30,3,58896.281628
2018,6,30,4,55629.318459
2018,6,30,5,52126.828854
2018,6,30,6,48762.578204000005
2018,6,30,7,46233.494136
2018,6,30,8,44153.788537
2018,6,30,9,42570.894876
2018,6,30,10,41613.345959
2018,6,30,11,41342.666996
2018,6,30,12,41243.063036
2018,6,30,13,42026.474627999996
2018,6,30,14,44948.63755
2018,6,30,15,48798.503691000005
2018,6,30,16,52800.975582
2018,6,30,17,56062.517484
2018,6,30,18,59042.748212
2018,6,30,19,61532.265175
2018,6,30,20,63534.313540999996
2018,6,30,21,64925.425636
2018,6,30,22,65692.50434700001
2018,6,30,23,65423.474179
2018,6,30,24,63991.268673
2018,7,1,1,61486.405096
2018,7,1,2,58911.459326
2018,7,1,3,56963.293137
2018,7,1,4,53775.187556
2018,7,1,5,50348.848041000005
2018,7,1,6,47346.822596
2018,7,1,7,44776.308367000005
2018,7,1,8,42695.705056
2018,7,1,9,41127.098233
2018,7,1,10,40068.843332
2018,7,1,11,39433.302920999995
2018,7,1,12,39005.875874
2018,7,1,13,39390.458432
2018,7,1,14,42315.530008
2018,7,1,15,46194.408151999996
2018,7,1,16,50127.075816000004
2018,7,1,17,54052.642014
2018,7,1,18,57856.133364999994
2018,7,1,19,61202.579487
2018,7,1,20,63916.157933
2018,7,1,21,65888.30299
2018,7,1,22,66888.450158
2018,7,1,23,66845.66997
2018,7,1,24,65390.383067999996
2018,7,2,1,62608.55519199999
2018,7,2,2,59968.666889
2018,7,2,3,57885.239463
2018,7,2,4,54228.09723300001
2018,7,2,5,50232.02409
2018,7,2,6,46715.948134
2018,7,2,7,44260.753567
2018,7,2,8,42468.457791
2018,7,2,9,41402.9282
2018,7,2,10,41017.715892
2018,7,2,11,41733.429265
2018,7,2,12,42684.475850999996
2018,7,2,13,43939.781999
2018,7,2,14,46826.507847
2018,7,2,15,50216.166192000004
2018,7,2,16,54119.091104
2018,7,2,17,58009.8979
2018,7,2,18,61636.988764
2018,7,2,19,65028.349409
2018,7,2,20,67600.819761
2018,7,2,21,69021.960053
2018,7,2,22,69360.084747
2018,7,2,23,69346.943371
2018,7,2,24,68656.256776
2018,7,3,1,66424.716826
2018,7,3,2,63373.010240999996
2018,7,3,3,60907.605416
2018,7,3,4,56666.327312
2018,7,3,5,52246.894248000004
2018,7,3,6,48200.061703
2018,7,3,7,45222.509071
2018,7,3,8,43143.785977
2018,7,3,9,41728.960695999995
2018,7,3,10,41174.921314
2018,7,3,11,41798.518676
2018,7,3,12,42769.049162999996
2018,7,3,13,44000.030660000004
2018,7,3,14,46794.636363
2018,7,3,15,50393.153156
2018,7,3,16,54716.73217999999
2018,7,3,17,58869.916518
2018,7,3,18,62447.396420000005
2018,7,3,19,65757.836717
2018,7,3,20,68244.741614
2018,7,3,21,69414.302285
2018,7,3,22,69657.344695
2018,7,3,23,69517.948001
2018,7,3,24,68576.71202
2018,7,4,1,66203.397007
2018,7,4,2,62791.50088099999
2018,7,4,3,59469.68036900001
2018,7,4,4,55160.922105
2018,7,4,5,50887.063511
2018,7,4,6,47312.340159
2018,7,4,7,44409.371003
2018,7,4,8,42054.513952999994
2018,7,4,9,40481.712649
2018,7,4,10,39716.793199
2018,7,4,11,39668.626195
2018,7,4,12,39454.017627
2018,7,4,13,39627.914729000004
2018,7,4,14,41797.311991
2018,7,4,15,44863.852668
2018,7,4,16,48276.408567
2018,7,4,17,51450.230625
2018,7,4,18,53957.870932000005
2018,7,4,19,55409.217062
2018,7,4,20,55806.917597
2018,7,4,21,55772.142297000006
2018,7,4,22,55368.422652999994
2018,7,4,23,54316.638687
2018,7,4,24,52916.154609
2018,7,5,1,51031.141213
2018,7,5,2,49406.93872
2018,7,5,3,47989.152621
2018,7,5,4,46030.901455
2018,7,5,5,43438.792825
2018,7,5,6,40499.574904
2018,7,5,7,38333.884131
2018,7,5,8,36773.964314
2018,7,5,9,35830.856583999994
2018,7,5,10,35747.268274
2018,7,5,11,36753.954158
2018,7,5,12,38164.030704000004
2018,7,5,13,39607.16029
2018,7,5,14,42315.510775
2018,7,5,15,45616.007617
2018,7,5,16,49307.931912
2018,7,5,17,53020.023506
2018,7,5,18,56278.254652999996
2018,7,5,19,59114.550878999995
2018,7,5,20,60964.305501
2018,7,5,21,62072.823611
2018,7,5,22,63102.11521799999
2018,7,5,23,63341.363852999995
2018,7,5,24,62207.004775
2018,7,6,1,59885.231346
2018,7,6,2,57698.082699
2018,7,6,3,55574.860221
2018,7,6,4,51749.971914
2018,7,6,5,47861.325497000005
2018,7,6,6,44464.039914
2018,7,6,7,41888.660831
2018,7,6,8,39989.999493
2018,7,6,9,38791.301686
2018,7,6,10,38444.405400999996
2018,7,6,11,39305.069106999996
2018,7,6,12,40566.082304
2018,7,6,13,41858.03646
2018,7,6,14,44719.236644
2018,7,6,15,48318.829589
2018,7,6,16,52337.767830000004
2018,7,6,17,55984.787199
2018,7,6,18,59036.960709000006
2018,7,6,19,61498.97749600001
2018,7,6,20,62701.77214
2018,7,6,21,62386.147415
2018,7,6,22,61168.354632
2018,7,6,23,59313.620164
2018,7,6,24,57215.320649
2018,7,7,1,54602.766560000004
2018,7,7,2,52739.200539
2018,7,7,3,51270.812616
2018,7,7,4,48543.167274
2018,7,7,5,45204.506842
2018,7,7,6,42159.645001
2018,7,7,7,39868.107197000005
2018,7,7,8,38140.979213
2018,7,7,9,36871.170125
2018,7,7,10,36203.617658999996
2018,7,7,11,36193.262866000005
2018,7,7,12,36393.269077
2018,7,7,13,37289.670989
2018,7,7,14,40414.937956
2018,7,7,15,44220.945018
2018,7,7,16,48175.318553
2018,7,7,17,51736.290458999996
2018,7,7,18,54557.06607000001
2018,7,7,19,56722.435398
2018,7,7,20,57955.078569000005
2018,7,7,21,58581.357004
2018,7,7,22,58524.22620499999
2018,7,7,23,57263.228025
2018,7,7,24,55427.637422
2018,7,8,1,53182.590427999996
2018,7,8,2,51456.259581
2018,7,8,3,50081.352047
2018,7,8,4,47523.067047000004
2018,7,8,5,44624.022604000005
2018,7,8,6,41878.904519
2018,7,8,7,39647.303911
2018,7,8,8,37831.786862
2018,7,8,9,36563.291636
2018,7,8,10,35765.222979000006
2018,7,8,11,35538.438168
2018,7,8,12,35422.42023
2018,7,8,13,36073.392855
2018,7,8,14,39121.243437
2018,7,8,15,42910.99514
2018,7,8,16,46519.32205
2018,7,8,17,49501.055670999995
2018,7,8,18,51613.32545
2018,7,8,19,52870.682271
2018,7,8,20,53865.436579999994
2018,7,8,21,54582.069816999996
2018,7,8,22,55025.164302
2018,7,8,23,54823.462803999995
2018,7,8,24,53791.764928
2018,7,9,1,52146.546807
2018,7,9,2,50702.388366
2018,7,9,3,49827.834101
2018,7,9,4,47065.09843
2018,7,9,5,43626.963358
2018,7,9,6,40665.68105
2018,7,9,7,38666.058619
2018,7,9,8,37367.911779
2018,7,9,9,36712.350446
2018,7,9,10,36892.64557
2018,7,9,11,38276.194616
2018,7,9,12,39995.351843000004
2018,7,9,13,41320.100676
2018,7,9,14,43535.673238999996
2018,7,9,15,46495.975354
2018,7,9,16,49567.904524
2018,7,9,17,52249.812076999995
2018,7,9,18,53915.762536
2018,7,9,19,54644.423302999996
2018,7,9,20,54550.692150999996
2018,7,9,21,54271.370840999996
2018,7,9,22,54349.931125
2018,7,9,23,54570.644167
2018,7,9,24,53805.530189
2018,7,10,1,52163.946486
2018,7,10,2,50923.325377999994
2018,7,10,3,49971.08211
2018,7,10,4,46994.026321
2018,7,10,5,43280.535206
2018,7,10,6,40449.317073
2018,7,10,7,38394.340877999995
2018,7,10,8,36973.787584
2018,7,10,9,36116.810667000005
2018,7,10,10,36182.011991
2018,7,10,11,37387.449993
2018,7,10,12,39073.961693
2018,7,10,13,40396.015154
2018,7,10,14,43019.648817
2018,7,10,15,46334.267304
2018,7,10,16,50243.723717
2018,7,10,17,54092.793003
2018,7,10,18,57426.975124000004
2018,7,10,19,60045.104138
2018,7,10,20,61480.785367
2018,7,10,21,61727.394525
2018,7,10,22,60827.002101
2018,7,10,23,59642.033368
2018,7,10,24,58256.91612
2018,7,11,1,56427.674203999995
2018,7,11,2,54849.399672
2018,7,11,3,53447.084553
2018,7,11,4,50054.874249
2018,7,11,5,46144.962997
2018,7,11,6,42745.157230000004
2018,7,11,7,40454.288563999995
2018,7,11,8,38867.601224
2018,7,11,9,37823.866876
2018,7,11,10,37607.997443
2018,7,11,11,38659.536985
2018,7,11,12,40295.493724
2018,7,11,13,41561.652773
2018,7,11,14,43873.165254
2018,7,11,15,47193.176453
2018,7,11,16,51086.232294
2018,7,11,17,54973.34828300001
2018,7,11,18,58457.231225
2018,7,11,19,61791.816079
2018,7,11,20,64045.72777899999
2018,7,11,21,65455.730075
2018,7,11,22,66422.202871
2018,7,11,23,66300.68095499999
2018,7,11,24,64744.264228
2018,7,12,1,62221.487948
2018,7,12,2,59616.23236
2018,7,12,3,57539.543476
2018,7,12,4,53669.305404
2018,7,12,5,49439.560004
2018,7,12,6,45706.262581999996
2018,7,12,7,42928.279648
2018,7,12,8,40984.212962
2018,7,12,9,39700.695283
2018,7,12,10,39352.868010000006
2018,7,12,11,40259.361818
2018,7,12,12,41701.449669
2018,7,12,13,42778.888797
2018,7,12,14,45455.741322
2018,7,12,15,48977.439347
2018,7,12,16,52974.406216
2018,7,12,17,56893.093287
2018,7,12,18,60317.400690999995
2018,7,12,19,63179.320442
2018,7,12,20,64995.431819000005
2018,7,12,21,65616.835164
2018,7,12,22,64763.851899
2018,7,12,23,62730.520974
2018,7,12,24,60106.171561
2018,7,13,1,57284.662967
2018,7,13,2,55100.876595
2018,7,13,3,53324.350907
2018,7,13,4,49971.841817
2018,7,13,5,46231.849294
2018,7,13,6,43063.23609
2018,7,13,7,40731.808454000005
2018,7,13,8,39094.953124
2018,7,13,9,38058.062249
2018,7,13,10,37875.026844
2018,7,13,11,38898.657859
2018,7,13,12,40319.325929
2018,7,13,13,41621.352725
2018,7,13,14,44253.883795999995
2018,7,13,15,47867.670254000004
2018,7,13,16,51962.52114
2018,7,13,17,55743.581168
2018,7,13,18,59027.772410000005
2018,7,13,19,62008.330758000004
2018,7,13,20,63980.829273
2018,7,13,21,65134.867013
2018,7,13,22,65804.116263
2018,7,13,23,65716.783645
2018,7,13,24,64175.629417
2018,7,14,1,61676.845331
2018,7,14,2,59062.471522
2018,7,14,3,57119.002675
2018,7,14,4,53737.553808000004
2018,7,14,5,50181.201595
2018,7,14,6,46825.710703
2018,7,14,7,44163.222010000005
2018,7,14,8,42083.779089999996
2018,7,14,9,40717.655874000004
2018,7,14,10,39869.674181
2018,7,14,11,39751.610012
2018,7,14,12,39768.44262
2018,7,14,13,40557.385324
2018,7,14,14,44111.425456
2018,7,14,15,48364.98543
2018,7,14,16,52516.588955
2018,7,14,17,56282.247715
2018,7,14,18,59460.751370000005
2018,7,14,19,61977.055814
2018,7,14,20,63856.763811000004
2018,7,14,21,65083.474671
2018,7,14,22,65471.939499
2018,7,14,23,64964.736048
2018,7,14,24,63578.719220000006
2018,7,15,1,61278.587728
2018,7,15,2,58820.899636
2018,7,15,3,57030.035326
2018,7,15,4,53819.618449
2018,7,15,5,50321.885201
2018,7,15,6,47097.532814
2018,7,15,7,44553.189038
2018,7,15,8,42697.727827999995
2018,7,15,9,41334.140278
2018,7,15,10,40448.293921
2018,7,15,11,40028.941046
2018,7,15,12,39725.6408
2018,7,15,13,40237.318238
2018,7,15,14,43354.14629
2018,7,15,15,47567.219172000005
2018,7,15,16,51599.696886
2018,7,15,17,55523.132773000005
2018,7,15,18,59003.222024
2018,7,15,19,61763.93883300001
2018,7,15,20,63701.501053
2018,7,15,21,64784.153172000006
2018,7,15,22,65648.366717
2018,7,15,23,65809.396241
2018,7,15,24,64641.879480999996
2018,7,16,1,62274.663317
2018,7,16,2,59899.153979999995
2018,7,16,3,58109.133628999996
2018,7,16,4,54607.09110599999
2018,7,16,5,50547.880935
2018,7,16,6,47069.654921
2018,7,16,7,44505.609246
2018,7,16,8,42712.346163999995
2018,7,16,9,41556.727095999995
2018,7,16,10,41237.763595
2018,7,16,11,42084.062274
2018,7,16,12,43430.138287
2018,7,16,13,44439.203251
2018,7,16,14,47043.032116
2018,7,16,15,50843.526221
2018,7,16,16,55170.796242
2018,7,16,17,59251.484811
2018,7,16,18,62967.749265
2018,7,16,19,66267.589776
2018,7,16,20,68613.67309299999
2018,7,16,21,69906.463157
2018,7,16,22,70568.437963
2018,7,16,23,70281.612533
2018,7,16,24,68742.719987
2018,7,17,1,66066.131199
2018,7,17,2,63325.893794
2018,7,17,3,60866.854741999996
2018,7,17,4,56379.260977
2018,7,17,5,51834.727557
2018,7,17,6,47894.787951
2018,7,17,7,45001.836637
2018,7,17,8,43006.154761
2018,7,17,9,41733.516411000004
2018,7,17,10,41295.089405
2018,7,17,11,42073.506408999994
2018,7,17,12,43332.760761000005
2018,7,17,13,44127.46581
2018,7,17,14,46399.045322000005
2018,7,17,15,49814.17505
