From ERCOT historic data.  No screening or filtering applied.  Data looks good though from basic time series plot (2019),,,,
There is 1 hour of missing demand (2016,11,7,6) which is filled with linear interpolation,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2018,12,27,5,35367.29092
2018,12,27,6,33417.89129
2018,12,27,7,31775.696929
2018,12,27,8,30772.494489999997
2018,12,27,9,30347.908025999997
2018,12,27,10,30268.368499
2018,12,27,11,30680.094224
2018,12,27,12,31933.509808999996
2018,12,27,13,34000.494065
2018,12,27,14,35623.501145999995
2018,12,27,15,36137.361594
2018,12,27,16,36544.944633
2018,12,27,17,37020.446625
2018,12,27,18,37066.671271
2018,12,27,19,36831.38013
2018,12,27,20,36669.378533999996
2018,12,27,21,36515.92694
2018,12,27,22,36258.265464
2018,12,27,23,36268.593662
2018,12,27,24,37472.218931999996
2018,12,28,1,39324.798885000004
2018,12,28,2,39300.847942
2018,12,28,3,38971.568262
2018,12,28,4,38259.410434
2018,12,28,5,36936.817910000005
2018,12,28,6,35417.486581
2018,12,28,7,34284.934979000005
2018,12,28,8,33831.176671
2018,12,28,9,33786.94125
2018,12,28,10,34252.324853
2018,12,28,11,35436.987535
2018,12,28,12,37797.936045
2018,12,28,13,40764.076899
2018,12,28,14,42813.370137
2018,12,28,15,43392.75261
2018,12,28,16,43356.941456
2018,12,28,17,42938.33748
2018,12,28,18,41642.049286
2018,12,28,19,40184.574102
2018,12,28,20,39128.204246
2018,12,28,21,38407.490223
2018,12,28,22,37967.272016
2018,12,28,23,38422.642259
2018,12,28,24,40528.653688
2018,12,29,1,42719.226088999996
2018,12,29,2,42684.75806
2018,12,29,3,42458.348720999995
2018,12,29,4,41796.848667
2018,12,29,5,40413.213028
2018,12,29,6,38894.795396
2018,12,29,7,37606.685126
2018,12,29,8,36949.455819
2018,12,29,9,36670.373232
2018,12,29,10,36670.613573
2018,12,29,11,37164.724895
2018,12,29,12,38105.413898
2018,12,29,13,39578.919989999995
2018,12,29,14,41215.266761
2018,12,29,15,42685.646969
2018,12,29,16,44034.872514999995
2018,12,29,17,44651.095318
2018,12,29,18,44559.019883999994
2018,12,29,19,44120.935782
2018,12,29,20,43264.048170999995
2018,12,29,21,42520.182557
2018,12,29,22,42246.982470999996
2018,12,29,23,42604.369085000006
2018,12,29,24,44378.958323
2018,12,30,1,45702.443777
2018,12,30,2,45536.414152
2018,12,30,3,45177.480098
2018,12,30,4,44349.717622000004
2018,12,30,5,42873.264068000004
2018,12,30,6,41238.490243
2018,12,30,7,39835.83034
2018,12,30,8,38957.349191
2018,12,30,9,38485.128919999996
2018,12,30,10,38336.622201
2018,12,30,11,38603.170676999995
2018,12,30,12,39292.266644999996
2018,12,30,13,40301.330255
2018,12,30,14,41429.819597
2018,12,30,15,42652.499063
2018,12,30,16,43889.212703
2018,12,30,17,44478.447765
2018,12,30,18,44580.986312
2018,12,30,19,44283.495104
2018,12,30,20,43685.212947
2018,12,30,21,43027.606087
2018,12,30,22,42750.824595
2018,12,30,23,43020.599921
2018,12,30,24,44548.074155
2018,12,31,1,45452.248913
2018,12,31,2,45174.704083
2018,12,31,3,44638.015016000005
2018,12,31,4,43539.396431
2018,12,31,5,41767.629439
2018,12,31,6,39847.501682
2018,12,31,7,38250.171329000004
2018,12,31,8,37378.351978
2018,12,31,9,36996.846213
2018,12,31,10,37092.515922000006
2018,12,31,11,38002.091484
2018,12,31,12,39547.3544
2018,12,31,13,41374.586941
2018,12,31,14,42794.36189
2018,12,31,15,43410.593349
2018,12,31,16,43641.615157
2018,12,31,17,42947.639372000005
2018,12,31,18,41706.852684
2018,12,31,19,40129.532973
2018,12,31,20,38619.328104
2018,12,31,21,37330.892771
2018,12,31,22,36524.905463999996
2018,12,31,23,36569.325309
2018,12,31,24,38437.67296
2019,1,1,1,40401.898389999995
2019,1,1,2,39802.788822
2019,1,1,3,39078.113844
2019,1,1,4,38535.683453
2019,1,1,5,37851.312753
2019,1,1,6,37371.269273000005
2019,1,1,7,37081.443438999995
2019,1,1,8,37258.989933
2019,1,1,9,37300.187808999995
2019,1,1,10,37423.543464
2019,1,1,11,37895.212293000004
2019,1,1,12,38825.089418999996
2019,1,1,13,39910.655569999995
2019,1,1,14,40436.556188999995
2019,1,1,15,40950.158227
2019,1,1,16,41763.471112
2019,1,1,17,42249.937827
2019,1,1,18,42296.680097000004
2019,1,1,19,41879.177938
2019,1,1,20,41376.308635
2019,1,1,21,40991.346125
2019,1,1,22,41015.886654
2019,1,1,23,41842.179371
2019,1,1,24,44058.744708
2019,1,2,1,45400.62442
2019,1,2,2,45246.041652
2019,1,2,3,44844.305598
2019,1,2,4,43901.78062
2019,1,2,5,42206.595675
2019,1,2,6,40494.835845999994
2019,1,2,7,39246.742553
2019,1,2,8,38577.964749
2019,1,2,9,38434.140987
2019,1,2,10,38830.980204
2019,1,2,11,40072.090081
2019,1,2,12,42485.797068
2019,1,2,13,45299.723027
2019,1,2,14,47420.624154000005
2019,1,2,15,48547.907047
2019,1,2,16,49679.189131
2019,1,2,17,50682.591131
2019,1,2,18,51256.523268
2019,1,2,19,51414.313858999994
2019,1,2,20,51455.220692
2019,1,2,21,51263.438055
2019,1,2,22,51149.181091000006
2019,1,2,23,51381.511969
2019,1,2,24,52717.563939
2019,1,3,1,53277.132396
2019,1,3,2,52309.216506
2019,1,3,3,51043.85213
2019,1,3,4,49194.027612
2019,1,3,5,46628.16578
2019,1,3,6,44287.426864999994
2019,1,3,7,42470.574391
2019,1,3,8,41445.494564
2019,1,3,9,41061.889854
2019,1,3,10,41019.873323
2019,1,3,11,41999.261458
2019,1,3,12,44024.873891
2019,1,3,13,46572.413749
2019,1,3,14,48255.848643
2019,1,3,15,48684.828092
2019,1,3,16,48896.627743
2019,1,3,17,49026.026100999996
2019,1,3,18,48540.922250999996
2019,1,3,19,47492.461163
2019,1,3,20,46312.87367
2019,1,3,21,45216.124045
2019,1,3,22,44530.414449
2019,1,3,23,44772.64772
2019,1,3,24,46512.881224000004
2019,1,4,1,48596.588249
2019,1,4,2,48814.779487
2019,1,4,3,48647.184356
2019,1,4,4,47765.301683
2019,1,4,5,46020.997645999996
2019,1,4,6,44191.865344
2019,1,4,7,43062.275968
2019,1,4,8,42515.870875
2019,1,4,9,42367.485912000004
2019,1,4,10,42732.035898
2019,1,4,11,43704.846021
2019,1,4,12,46019.060055
2019,1,4,13,48824.862815
2019,1,4,14,50161.950318
2019,1,4,15,49292.113033
2019,1,4,16,47110.969768
2019,1,4,17,45046.252695999996
2019,1,4,18,42861.736721
2019,1,4,19,40740.378574
2019,1,4,20,39193.199247000004
2019,1,4,21,37952.54263
2019,1,4,22,37056.143348000005
2019,1,4,23,36749.968717
2019,1,4,24,37954.150898
2019,1,5,1,40150.950124
2019,1,5,2,40524.770916
2019,1,5,3,40718.69089
2019,1,5,4,40572.590814999996
2019,1,5,5,39777.362042
2019,1,5,6,38636.923501
2019,1,5,7,37802.664198
2019,1,5,8,37500.866924
2019,1,5,9,37567.395227999994
2019,1,5,10,38055.276157
2019,1,5,11,38925.988386000005
2019,1,5,12,40399.261621
2019,1,5,13,42314.273414999996
2019,1,5,14,43898.219944
2019,1,5,15,43861.581804
2019,1,5,16,42009.965075
2019,1,5,17,39824.311063
2019,1,5,18,37778.88544
2019,1,5,19,36191.303578
2019,1,5,20,35090.530287
2019,1,5,21,34369.340613
2019,1,5,22,33968.361928
2019,1,5,23,33893.954420999995
2019,1,5,24,34818.769686
2019,1,6,1,36655.316908999994
2019,1,6,2,36685.039001
2019,1,6,3,36293.136903
2019,1,6,4,36061.713936
2019,1,6,5,35333.239814
2019,1,6,6,34516.549921
2019,1,6,7,33497.972160000005
2019,1,6,8,32912.227917000004
2019,1,6,9,32696.538458999996
2019,1,6,10,32846.383713999996
2019,1,6,11,33369.360911
2019,1,6,12,34294.109601
2019,1,6,13,35666.494357999996
2019,1,6,14,36737.770938
2019,1,6,15,37361.888529
2019,1,6,16,36988.638932
2019,1,6,17,36089.818114
2019,1,6,18,35467.033444
2019,1,6,19,34979.299662
2019,1,6,20,34661.297819
2019,1,6,21,34290.901323000006
2019,1,6,22,34185.253079
2019,1,6,23,34396.064588
2019,1,6,24,35477.149442
2019,1,7,1,37288.026856
2019,1,7,2,37262.377651999996
2019,1,7,3,36578.865341000004
2019,1,7,4,35402.965623000004
2019,1,7,5,33530.222151999995
2019,1,7,6,31444.944036
2019,1,7,7,29951.416691000002
2019,1,7,8,28888.129786
2019,1,7,9,28509.156055
2019,1,7,10,28448.757271
2019,1,7,11,29234.032982999997
2019,1,7,12,31171.021610000003
2019,1,7,13,34165.555239
2019,1,7,14,35608.377814
2019,1,7,15,35841.397069
2019,1,7,16,36212.981782
2019,1,7,17,36721.639522000005
2019,1,7,18,36958.650028
2019,1,7,19,37129.568521
2019,1,7,20,37400.726043
2019,1,7,21,37415.016719
2019,1,7,22,37255.999733
2019,1,7,23,37040.101345999996
2019,1,7,24,37675.468414999996
2019,1,8,1,39334.733666
2019,1,8,2,39036.941676999995
2019,1,8,3,38102.851475
2019,1,8,4,36691.147555
2019,1,8,5,34494.749444
2019,1,8,6,32188.17615
2019,1,8,7,30517.696323
2019,1,8,8,29651.792761
2019,1,8,9,29322.561169
2019,1,8,10,29433.267413999998
2019,1,8,11,30256.87275
2019,1,8,12,32662.395210000002
2019,1,8,13,36377.017157999995
2019,1,8,14,37915.381333
2019,1,8,15,37526.820705
2019,1,8,16,37426.326169
2019,1,8,17,37546.537874
2019,1,8,18,37579.848362
2019,1,8,19,37548.281237999996
2019,1,8,20,37543.649937
2019,1,8,21,37386.999308
2019,1,8,22,37056.952594999995
2019,1,8,23,36954.566933
2019,1,8,24,37892.413316000006
2019,1,9,1,39711.805518
2019,1,9,2,39624.415517
2019,1,9,3,38957.559145
2019,1,9,4,37528.866761000005
2019,1,9,5,35294.84798
2019,1,9,6,33093.638043
2019,1,9,7,31703.292494999998
2019,1,9,8,31022.748534
2019,1,9,9,30920.235755
2019,1,9,10,31153.615744
2019,1,9,11,32103.947456
2019,1,9,12,34663.795133
2019,1,9,13,38875.82713
2019,1,9,14,40521.457649
2019,1,9,15,40183.376671
2019,1,9,16,39893.0594
2019,1,9,17,39415.995894
2019,1,9,18,38633.797854000004
2019,1,9,19,37742.712981
2019,1,9,20,37179.866233
2019,1,9,21,36672.131364
2019,1,9,22,36349.935285
2019,1,9,23,36610.189368
2019,1,9,24,38087.221612
2019,1,10,1,40519.753227999994
2019,1,10,2,40951.204322000005
2019,1,10,3,40787.548805
2019,1,10,4,39841.142262
2019,1,10,5,37757.961791
2019,1,10,6,35753.96064
2019,1,10,7,34566.106626
2019,1,10,8,34022.044772
2019,1,10,9,33842.487472
2019,1,10,10,34153.767680000004
2019,1,10,11,35209.473243
2019,1,10,12,37864.639157
2019,1,10,13,41955.078622
2019,1,10,14,43286.589034
2019,1,10,15,42544.970235
2019,1,10,16,41963.327797000005
2019,1,10,17,41345.335061
2019,1,10,18,40512.837177
2019,1,10,19,39630.875244
2019,1,10,20,38939.945705
2019,1,10,21,38381.115214
2019,1,10,22,38146.328491
2019,1,10,23,38548.939643
2019,1,10,24,39768.923838999995
2019,1,11,1,41670.702581
2019,1,11,2,41831.153991
2019,1,11,3,41439.011111
2019,1,11,4,40204.791129000005
2019,1,11,5,37945.371551
2019,1,11,6,35824.751611
2019,1,11,7,34400.056923000004
2019,1,11,8,33634.181252999995
2019,1,11,9,33293.676856
2019,1,11,10,33377.555311000004
2019,1,11,11,34307.840568
2019,1,11,12,36691.037094
2019,1,11,13,40406.164279000004
2019,1,11,14,41804.009586
2019,1,11,15,41400.432805000004
2019,1,11,16,41381.064049
2019,1,11,17,41303.139096
2019,1,11,18,40753.16747
2019,1,11,19,40033.877024
2019,1,11,20,39524.285967
2019,1,11,21,39219.412057
2019,1,11,22,38943.272133
2019,1,11,23,39166.937120999995
2019,1,11,24,40109.047323
2019,1,12,1,40789.73252
2019,1,12,2,40061.643821
2019,1,12,3,39218.606291000004
2019,1,12,4,37958.440345999996
2019,1,12,5,36158.770695
2019,1,12,6,34269.375185000004
2019,1,12,7,32779.530472000006
2019,1,12,8,31759.26374
2019,1,12,9,31156.649327999996
2019,1,12,10,31059.963189
2019,1,12,11,31547.379892
2019,1,12,12,32826.17959
2019,1,12,13,34625.311293
2019,1,12,14,36352.766638
2019,1,12,15,37526.436705
2019,1,12,16,38354.507512000004
2019,1,12,17,38884.165817
2019,1,12,18,39122.706188
2019,1,12,19,38914.769634
2019,1,12,20,38534.187223
2019,1,12,21,38147.524207
2019,1,12,22,38075.796955
2019,1,12,23,38174.385547000005
2019,1,12,24,38969.656608
2019,1,13,1,40463.277537
2019,1,13,2,40356.810307
2019,1,13,3,39964.660122
2019,1,13,4,39392.502717
2019,1,13,5,38569.446501
2019,1,13,6,37439.339043
2019,1,13,7,36459.36911
2019,1,13,8,35978.741102
2019,1,13,9,35871.104307
2019,1,13,10,36085.921011
2019,1,13,11,36680.535502
2019,1,13,12,37811.260773
2019,1,13,13,39486.189983
2019,1,13,14,41155.387432999996
2019,1,13,15,42409.263923
2019,1,13,16,42990.125269
2019,1,13,17,42659.585286
2019,1,13,18,41765.261785
2019,1,13,19,40746.158446
2019,1,13,20,39927.13314
2019,1,13,21,39288.979376999996
2019,1,13,22,39188.875437
2019,1,13,23,39710.581208999996
2019,1,13,24,41576.877333
2019,1,14,1,44064.766331
2019,1,14,2,44875.957237
2019,1,14,3,44655.099202
2019,1,14,4,43649.917800999996
2019,1,14,5,41581.742876
2019,1,14,6,39683.721483999994
2019,1,14,7,38501.532749
2019,1,14,8,38018.166238
2019,1,14,9,38041.802871
2019,1,14,10,38517.611462
2019,1,14,11,39905.719206
2019,1,14,12,43103.133513
2019,1,14,13,47531.743924
2019,1,14,14,49085.710798
2019,1,14,15,48518.633006000004
2019,1,14,16,48252.259526
2019,1,14,17,47533.017366
2019,1,14,18,46295.332042
2019,1,14,19,44655.054611
2019,1,14,20,43093.322189
2019,1,14,21,41827.332243
2019,1,14,22,41189.347368
2019,1,14,23,41852.391557999996
2019,1,14,24,44140.240908
2019,1,15,1,46759.914729000004
2019,1,15,2,47023.867938999996
2019,1,15,3,46633.076929
2019,1,15,4,45134.424954
2019,1,15,5,42485.517374
2019,1,15,6,40329.334238
2019,1,15,7,38974.474227
2019,1,15,8,38135.889993000004
2019,1,15,9,37884.76941
2019,1,15,10,37986.07605
2019,1,15,11,38887.191305
2019,1,15,12,41544.416574
2019,1,15,13,45408.38753
2019,1,15,14,46653.480607
2019,1,15,15,45776.434667
2019,1,15,16,45243.400547000005
2019,1,15,17,44847.364561
2019,1,15,18,44126.871886
2019,1,15,19,43134.871256
2019,1,15,20,42320.137324
2019,1,15,21,41731.2515
2019,1,15,22,41506.894252
2019,1,15,23,42222.707251
2019,1,15,24,43944.849412
2019,1,16,1,45563.672054
2019,1,16,2,45353.027721
2019,1,16,3,44611.042074000005
2019,1,16,4,42792.549713
2019,1,16,5,40163.578220999996
2019,1,16,6,37725.85149
2019,1,16,7,36132.001539
2019,1,16,8,35324.741775
2019,1,16,9,34989.471641000004
2019,1,16,10,35106.877099
2019,1,16,11,36022.694554
2019,1,16,12,38479.929232999995
2019,1,16,13,42209.682898
2019,1,16,14,43149.8345
2019,1,16,15,42362.2416
2019,1,16,16,42088.070064
2019,1,16,17,41630.20385
2019,1,16,18,40837.588973000005
2019,1,16,19,40049.181603
2019,1,16,20,39286.591583
2019,1,16,21,38425.196165
2019,1,16,22,38063.727533
2019,1,16,23,38403.120257
2019,1,16,24,39670.711016
2019,1,17,1,41265.626766
2019,1,17,2,41086.00505
2019,1,17,3,40344.518221
2019,1,17,4,38878.131335000005
2019,1,17,5,36339.603957
2019,1,17,6,33930.274316
2019,1,17,7,32288.349504
2019,1,17,8,31344.389392
2019,1,17,9,30958.045789999996
2019,1,17,10,30978.450216
2019,1,17,11,31776.962388
2019,1,17,12,34167.343839
2019,1,17,13,37956.700110000005
2019,1,17,14,39399.106751
2019,1,17,15,38974.643311
2019,1,17,16,38808.92285
2019,1,17,17,38526.446418
2019,1,17,18,37970.218239999995
2019,1,17,19,37259.752429
2019,1,17,20,36723.825539
2019,1,17,21,36273.530382
2019,1,17,22,35906.878882
2019,1,17,23,36068.405611
2019,1,17,24,36939.971171
2019,1,18,1,39053.197605
2019,1,18,2,39415.91154
2019,1,18,3,39229.86983
2019,1,18,4,38223.83109
2019,1,18,5,36330.101831
2019,1,18,6,34390.202673
2019,1,18,7,33161.823832999995
2019,1,18,8,32694.327874000002
2019,1,18,9,32476.973273000003
2019,1,18,10,32648.677408
2019,1,18,11,33575.669982
2019,1,18,12,35925.846206
2019,1,18,13,39626.267995
2019,1,18,14,41157.132665
2019,1,18,15,40718.075073
2019,1,18,16,40332.068171
2019,1,18,17,39815.466222
2019,1,18,18,39150.662241000005
2019,1,18,19,38544.931421
2019,1,18,20,38145.318238
2019,1,18,21,37548.120511
2019,1,18,22,37072.78588
2019,1,18,23,36990.876865
2019,1,18,24,37512.872468
2019,1,19,1,38526.425254
2019,1,19,2,38106.479881
2019,1,19,3,37353.227333999996
2019,1,19,4,36292.377722000005
2019,1,19,5,34858.007221
2019,1,19,6,33078.274579000004
2019,1,19,7,31626.182811000002
2019,1,19,8,30862.216645999997
2019,1,19,9,30797.752436000002
2019,1,19,10,31371.998983999998
2019,1,19,11,32567.463541
2019,1,19,12,34680.399545
2019,1,19,13,37325.698783
2019,1,19,14,40072.340710000004
2019,1,19,15,42575.856056
2019,1,19,16,44134.04841
2019,1,19,17,44598.805688
2019,1,19,18,44150.503418
2019,1,19,19,43223.180874
2019,1,19,20,42057.260566000004
2019,1,19,21,41085.136158999994
2019,1,19,22,40481.502043
2019,1,19,23,40650.079001
2019,1,19,24,42072.638797
2019,1,20,1,44941.318842
2019,1,20,2,45497.721622000005
2019,1,20,3,45698.95861
2019,1,20,4,45458.969405
2019,1,20,5,44662.744892
2019,1,20,6,43760.004614
2019,1,20,7,43105.641954
2019,1,20,8,42934.379477999995
2019,1,20,9,42968.762102
2019,1,20,10,43310.275665
2019,1,20,11,44147.106409
2019,1,20,12,45461.145816000004
2019,1,20,13,47269.694989999996
2019,1,20,14,48930.5653
2019,1,20,15,49352.025263999996
2019,1,20,16,48258.388888
2019,1,20,17,45954.711712000004
2019,1,20,18,43536.419255
2019,1,20,19,41259.628225
2019,1,20,20,39360.866662
2019,1,20,21,37870.021733999994
2019,1,20,22,37021.755754000005
2019,1,20,23,36908.045523
2019,1,20,24,38623.193420999996
2019,1,21,1,41764.019206
2019,1,21,2,42989.129748
2019,1,21,3,43149.906538999996
2019,1,21,4,43278.154535
2019,1,21,5,42117.815147
2019,1,21,6,40672.65621
2019,1,21,7,39769.570656
2019,1,21,8,39392.822162000004
2019,1,21,9,39492.7403
2019,1,21,10,40131.433975
2019,1,21,11,41480.827614
2019,1,21,12,44062.275467
2019,1,21,13,47294.814674
2019,1,21,14,48973.167072000004
2019,1,21,15,48555.595725
2019,1,21,16,47276.347298
2019,1,21,17,45876.785232
2019,1,21,18,43851.335577
2019,1,21,19,41660.643348000005
2019,1,21,20,40059.506654000004
2019,1,21,21,38776.975536
2019,1,21,22,38099.472864999996
2019,1,21,23,38210.677402999994
2019,1,21,24,39391.613919
2019,1,22,1,41701.858548000004
2019,1,22,2,41813.351795
2019,1,22,3,41171.780757
2019,1,22,4,39776.180997
2019,1,22,5,37287.920819
2019,1,22,6,34785.363558
2019,1,22,7,33150.435577
2019,1,22,8,32192.332212
2019,1,22,9,31703.009244
2019,1,22,10,31687.398388999998
2019,1,22,11,32456.774029000004
2019,1,22,12,34693.954375
2019,1,22,13,38275.893839
2019,1,22,14,39264.479898000005
2019,1,22,15,38572.210575
2019,1,22,16,38427.633554
2019,1,22,17,38336.784968
2019,1,22,18,38194.590002
2019,1,22,19,38047.383776
2019,1,22,20,37928.794869
2019,1,22,21,37764.843722000005
2019,1,22,22,37721.455702
2019,1,22,23,38197.912801
2019,1,22,24,39549.456088
2019,1,23,1,41482.784908
2019,1,23,2,41948.516122
2019,1,23,3,42046.290729
2019,1,23,4,41183.020469
2019,1,23,5,39507.971061000004
2019,1,23,6,37858.387414
2019,1,23,7,36873.982326
2019,1,23,8,36896.552844
2019,1,23,9,37340.882844
2019,1,23,10,38581.723589
2019,1,23,11,40620.60649
2019,1,23,12,44170.889168
2019,1,23,13,49254.281956
2019,1,23,14,51796.134403
2019,1,23,15,51379.73358
2019,1,23,16,50589.114798
2019,1,23,17,49544.318686
2019,1,23,18,48035.869331
2019,1,23,19,46272.749110000004
2019,1,23,20,44752.198145
2019,1,23,21,43121.392805
2019,1,23,22,41972.027958
2019,1,23,23,42017.482812
2019,1,23,24,43479.122743
2019,1,24,1,46781.496431
2019,1,24,2,48121.024574
2019,1,24,3,48589.277451
2019,1,24,4,47987.480685
2019,1,24,5,46144.010279
2019,1,24,6,44401.856974
2019,1,24,7,43536.771843
2019,1,24,8,43331.075527999994
2019,1,24,9,43556.081046
2019,1,24,10,44178.62437
2019,1,24,11,45683.089508
2019,1,24,12,49021.019643
2019,1,24,13,53643.787096
2019,1,24,14,54669.512819
2019,1,24,15,51857.406046
2019,1,24,16,48510.562557
2019,1,24,17,45580.340427999996
2019,1,24,18,42871.225569
2019,1,24,19,40657.343475
2019,1,24,20,39133.04716
2019,1,24,21,37937.145439
2019,1,24,22,37398.875766000005
2019,1,24,23,37622.244252
2019,1,24,24,38843.868886000004
2019,1,25,1,41673.852448000005
2019,1,25,2,42862.671159
2019,1,25,3,43318.420819
2019,1,25,4,42613.914521
2019,1,25,5,40928.53752
2019,1,25,6,39360.367929
2019,1,25,7,38608.956964
2019,1,25,8,38644.349826
2019,1,25,9,39025.472713
2019,1,25,10,39806.28768
2019,1,25,11,41435.465586
2019,1,25,12,44648.202077999995
2019,1,25,13,49074.599221
2019,1,25,14,50406.255769999996
2019,1,25,15,48816.549867
2019,1,25,16,46875.892587
2019,1,25,17,44800.024356
2019,1,25,18,42650.24263
2019,1,25,19,40734.473395
2019,1,25,20,39344.558269
2019,1,25,21,38202.48738
2019,1,25,22,37591.347656
2019,1,25,23,37812.061914
2019,1,25,24,38772.600095
2019,1,26,1,40973.438099
2019,1,26,2,41315.575928
2019,1,26,3,41286.141852999994
2019,1,26,4,40874.98216
2019,1,26,5,39724.339408
2019,1,26,6,38343.067207
2019,1,26,7,37355.933328
2019,1,26,8,36777.136526
2019,1,26,9,36532.517362
2019,1,26,10,36588.770159
2019,1,26,11,37097.179453
2019,1,26,12,38260.56395
2019,1,26,13,40148.148424
2019,1,26,14,41852.889914
2019,1,26,15,42579.343069999995
2019,1,26,16,42093.642649
2019,1,26,17,40660.883812
2019,1,26,18,39039.656351
2019,1,26,19,37520.853469
2019,1,26,20,36242.412141
2019,1,26,21,35288.832705
2019,1,26,22,34739.216713
2019,1,26,23,34863.764697000006
2019,1,26,24,36079.407116
2019,1,27,1,38021.337148
2019,1,27,2,38343.579672
2019,1,27,3,38250.029612
2019,1,27,4,37830.252873000005
2019,1,27,5,37064.926055
2019,1,27,6,36040.117872
2019,1,27,7,35064.51878
2019,1,27,8,34729.016724
2019,1,27,9,34628.952827
2019,1,27,10,34985.060286
2019,1,27,11,35522.558025
2019,1,27,12,36574.42908
2019,1,27,13,38194.774594999995
2019,1,27,14,39753.831136
2019,1,27,15,40424.010985
2019,1,27,16,39681.491359
2019,1,27,17,38157.74477
2019,1,27,18,36835.570175
2019,1,27,19,35691.720721
2019,1,27,20,34818.616154
2019,1,27,21,34189.760151999995
2019,1,27,22,33866.039508
2019,1,27,23,33943.072927
2019,1,27,24,34891.307752999994
2019,1,28,1,37539.359141
2019,1,28,2,38610.221389
2019,1,28,3,38919.410355
2019,1,28,4,38441.823863
2019,1,28,5,37020.924447000005
2019,1,28,6,35538.007846
2019,1,28,7,34442.816038
2019,1,28,8,33945.904977
2019,1,28,9,34072.417689999995
2019,1,28,10,34561.020395
2019,1,28,11,36026.970407
2019,1,28,12,39003.556049
2019,1,28,13,43325.010788
2019,1,28,14,44474.452479
2019,1,28,15,42969.520142
2019,1,28,16,41406.9344
2019,1,28,17,39850.329967000005
2019,1,28,18,38725.823456
2019,1,28,19,37842.221766
2019,1,28,20,37421.645375
2019,1,28,21,36970.742992
2019,1,28,22,36787.837465
2019,1,28,23,37254.040656
2019,1,28,24,38404.466186
2019,1,29,1,40909.381070999996
2019,1,29,2,41635.915618
2019,1,29,3,41519.608006
2019,1,29,4,40498.184711
2019,1,29,5,38796.247867
2019,1,29,6,37200.238997
2019,1,29,7,36608.228136
2019,1,29,8,36776.547458999994
2019,1,29,9,37327.582391
2019,1,29,10,38497.803666
2019,1,29,11,40641.339669
2019,1,29,12,44595.153462
2019,1,29,13,49811.417904
2019,1,29,14,51758.517895
2019,1,29,15,50303.054556999996
2019,1,29,16,48546.708854000004
2019,1,29,17,46756.810958
2019,1,29,18,44927.506499
2019,1,29,19,43119.915631
2019,1,29,20,41645.481388
2019,1,29,21,40371.789715
2019,1,29,22,39732.197853
2019,1,29,23,40438.055089
2019,1,29,24,42743.548122
2019,1,30,1,46095.960033999996
2019,1,30,2,46889.543707
2019,1,30,3,46855.701755
2019,1,30,4,45618.11874
2019,1,30,5,43337.917486
2019,1,30,6,41274.108031
2019,1,30,7,40105.03338
2019,1,30,8,39667.23156
2019,1,30,9,39697.932349
2019,1,30,10,40162.864163
2019,1,30,11,41549.902432
2019,1,30,12,44728.613845
2019,1,30,13,48909.193452
2019,1,30,14,49940.267
2019,1,30,15,48738.476759
2019,1,30,16,47776.440014
2019,1,30,17,46696.050653
2019,1,30,18,45102.510411
2019,1,30,19,43519.821758
2019,1,30,20,42592.919794
2019,1,30,21,41598.174325
2019,1,30,22,40855.639745
2019,1,30,23,41365.488632
2019,1,30,24,42938.876222000006
2019,1,31,1,45708.011967
2019,1,31,2,46323.213604000004
2019,1,31,3,46099.838585000005
2019,1,31,4,44781.198449
2019,1,31,5,42286.190459
2019,1,31,6,39918.878011
2019,1,31,7,38491.991433999996
2019,1,31,8,37709.962601
2019,1,31,9,37313.625147000006
2019,1,31,10,37279.951385
2019,1,31,11,38084.485644
2019,1,31,12,40552.979469
2019,1,31,13,44186.344485
2019,1,31,14,45158.206129000006
2019,1,31,15,44281.42237
2019,1,31,16,43755.513512
2019,1,31,17,43191.042439
2019,1,31,18,42327.388905
2019,1,31,19,41372.891568
2019,1,31,20,40710.551007999995
2019,1,31,21,40060.910280000004
2019,1,31,22,39635.888651
2019,1,31,23,39945.589836
2019,1,31,24,40869.64722
2019,2,1,1,42142.188713999996
2019,2,1,2,42038.697941000006
2019,2,1,3,41242.714089999994
2019,2,1,4,39495.622994
2019,2,1,5,36999.276551
2019,2,1,6,34578.072997
2019,2,1,7,32980.127963
2019,2,1,8,31998.315764
2019,2,1,9,31605.715888
2019,2,1,10,31663.498611000003
2019,2,1,11,32348.198174
2019,2,1,12,34543.82355
2019,2,1,13,38069.205277999994
2019,2,1,14,39356.076682
2019,2,1,15,39043.262722
2019,2,1,16,38969.026285
2019,2,1,17,38684.733544999996
2019,2,1,18,38163.697975999996
2019,2,1,19,37494.436279
2019,2,1,20,37163.681469
2019,2,1,21,36738.531285000005
2019,2,1,22,36438.100026
2019,2,1,23,36339.911201999996
2019,2,1,24,36855.205324
2019,2,2,1,37992.820967
2019,2,2,2,37890.033042
2019,2,2,3,37315.053542
2019,2,2,4,36492.647882
2019,2,2,5,35003.709918
2019,2,2,6,33192.436216
2019,2,2,7,31680.632085
2019,2,2,8,30813.423925
2019,2,2,9,30320.492806000002
2019,2,2,10,30036.287797000005
2019,2,2,11,30296.826557999997
2019,2,2,12,31127.291427999997
