Capacity data calculated from MERRA-2 by Lei Duan,,,,
Top 25% of area used.
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,solar capacity
2018,4,5,15,0.707197989
2018,4,5,16,0.844570409
2018,4,5,17,0.841384921
2018,4,5,18,0.835101258
2018,4,5,19,0.82367572
2018,4,5,20,0.821863793
2018,4,5,21,0.823892659
2018,4,5,22,0.798561905
2018,4,5,23,0.687490238
2018,4,5,24,0.48764543
2018,4,6,1,0.170672277
2018,4,6,2,0
2018,4,6,3,0
2018,4,6,4,0
2018,4,6,5,0
2018,4,6,6,0
2018,4,6,7,0
2018,4,6,8,0
2018,4,6,9,0
2018,4,6,10,0
2018,4,6,11,0
2018,4,6,12,0
2018,4,6,13,0.000611905
2018,4,6,14,0.415435171
2018,4,6,15,0.633439778
2018,4,6,16,0.698169437
2018,4,6,17,0.75043073
2018,4,6,18,0.748654066
2018,4,6,19,0.730039729
2018,4,6,20,0.698044613
2018,4,6,21,0.611819555
2018,4,6,22,0.453332675
2018,4,6,23,0.332058405
2018,4,6,24,0.279264424
2018,4,7,1,0.153346816
2018,4,7,2,0
2018,4,7,3,0
2018,4,7,4,0
2018,4,7,5,0
2018,4,7,6,0
2018,4,7,7,0
2018,4,7,8,0
2018,4,7,9,0
2018,4,7,10,0
2018,4,7,11,0
2018,4,7,12,0
2018,4,7,13,0.000602617
2018,4,7,14,0.381533596
2018,4,7,15,0.690309488
2018,4,7,16,0.847801048
2018,4,7,17,0.882456417
2018,4,7,18,0.870494562
2018,4,7,19,0.859971859
2018,4,7,20,0.857132084
2018,4,7,21,0.855991877
2018,4,7,22,0.841826917
2018,4,7,23,0.773793835
2018,4,7,24,0.623298727
2018,4,8,1,0.245501523
2018,4,8,2,0
2018,4,8,3,0
2018,4,8,4,0
2018,4,8,5,0
2018,4,8,6,0
2018,4,8,7,0
2018,4,8,8,0
2018,4,8,9,0
2018,4,8,10,0
2018,4,8,11,0
2018,4,8,12,0
2018,4,8,13,0.000646689
2018,4,8,14,0.483679639
2018,4,8,15,0.710770361
2018,4,8,16,0.819044601
2018,4,8,17,0.844647459
2018,4,8,18,0.829213487
2018,4,8,19,0.812182927
2018,4,8,20,0.805522505
2018,4,8,21,0.804483561
2018,4,8,22,0.790056755
2018,4,8,23,0.726725627
2018,4,8,24,0.616345431
2018,4,9,1,0.257770461
2018,4,9,2,0
2018,4,9,3,0
2018,4,9,4,0
2018,4,9,5,0
2018,4,9,6,0
2018,4,9,7,0
2018,4,9,8,0
2018,4,9,9,0
2018,4,9,10,0
2018,4,9,11,0
2018,4,9,12,0
2018,4,9,13,0.000517274
2018,4,9,14,0.441498041
2018,4,9,15,0.711791892
2018,4,9,16,0.808179592
2018,4,9,17,0.83761161
2018,4,9,18,0.824434432
2018,4,9,19,0.803609579
2018,4,9,20,0.786199058
2018,4,9,21,0.768363905
2018,4,9,22,0.739562982
2018,4,9,23,0.653602619
2018,4,9,24,0.498448881
2018,4,10,1,0.217914498
2018,4,10,2,6.00E-06
2018,4,10,3,0
2018,4,10,4,0
2018,4,10,5,0
2018,4,10,6,0
2018,4,10,7,0
2018,4,10,8,0
2018,4,10,9,0
2018,4,10,10,0
2018,4,10,11,0
2018,4,10,12,0
2018,4,10,13,0.000406456
2018,4,10,14,0.459967443
2018,4,10,15,0.69727394
2018,4,10,16,0.8069332
2018,4,10,17,0.863693482
2018,4,10,18,0.866174982
2018,4,10,19,0.852476603
2018,4,10,20,0.847398399
2018,4,10,21,0.847038383
2018,4,10,22,0.836224697
2018,4,10,23,0.75643883
2018,4,10,24,0.619467195
2018,4,11,1,0.290224871
2018,4,11,2,9.77E-06
2018,4,11,3,0
2018,4,11,4,0
2018,4,11,5,0
2018,4,11,6,0
2018,4,11,7,0
2018,4,11,8,0
2018,4,11,9,0
2018,4,11,10,0
2018,4,11,11,0
2018,4,11,12,0
2018,4,11,13,0.000593618
2018,4,11,14,0.523888561
2018,4,11,15,0.716259817
2018,4,11,16,0.8131902
2018,4,11,17,0.835588443
2018,4,11,18,0.828620182
2018,4,11,19,0.814780642
2018,4,11,20,0.810031832
2018,4,11,21,0.809866186
2018,4,11,22,0.79983915
2018,4,11,23,0.728582291
2018,4,11,24,0.610054399
2018,4,12,1,0.292380042
2018,4,12,2,1.82E-05
2018,4,12,3,0
2018,4,12,4,0
2018,4,12,5,0
2018,4,12,6,0
2018,4,12,7,0
2018,4,12,8,0
2018,4,12,9,0
2018,4,12,10,0
2018,4,12,11,0
2018,4,12,12,0
2018,4,12,13,0.000726229
2018,4,12,14,0.385825307
2018,4,12,15,0.621207269
2018,4,12,16,0.749953754
2018,4,12,17,0.789426059
2018,4,12,18,0.788869383
2018,4,12,19,0.786021744
2018,4,12,20,0.785317635
2018,4,12,21,0.783430494
2018,4,12,22,0.765347809
2018,4,12,23,0.706832247
2018,4,12,24,0.570228898
2018,4,13,1,0.275209237
2018,4,13,2,3.03E-05
2018,4,13,3,0
2018,4,13,4,0
2018,4,13,5,0
2018,4,13,6,0
2018,4,13,7,0
2018,4,13,8,0
2018,4,13,9,0
2018,4,13,10,0
2018,4,13,11,0
2018,4,13,12,0
2018,4,13,13,0.001083852
2018,4,13,14,0.526410617
2018,4,13,15,0.709888603
2018,4,13,16,0.829454251
2018,4,13,17,0.867638781
2018,4,13,18,0.87263145
2018,4,13,19,0.861265326
2018,4,13,20,0.857782478
2018,4,13,21,0.842831659
2018,4,13,22,0.814653861
2018,4,13,23,0.749180155
2018,4,13,24,0.575317255
2018,4,14,1,0.273120158
2018,4,14,2,5.20E-05
2018,4,14,3,0
2018,4,14,4,0
2018,4,14,5,0
2018,4,14,6,0
2018,4,14,7,0
2018,4,14,8,0
2018,4,14,9,0
2018,4,14,10,0
2018,4,14,11,0
2018,4,14,12,0
2018,4,14,13,0.001608378
2018,4,14,14,0.489212893
2018,4,14,15,0.742599366
2018,4,14,16,0.879593004
2018,4,14,17,0.920776263
2018,4,14,18,0.917553118
2018,4,14,19,0.90569312
2018,4,14,20,0.9021826
2018,4,14,21,0.901871278
2018,4,14,22,0.88809296
2018,4,14,23,0.823504842
2018,4,14,24,0.651936691
2018,4,15,1,0.310366131
2018,4,15,2,7.33E-05
2018,4,15,3,0
2018,4,15,4,0
2018,4,15,5,0
2018,4,15,6,0
2018,4,15,7,0
2018,4,15,8,0
2018,4,15,9,0
2018,4,15,10,0
2018,4,15,11,0
2018,4,15,12,0
2018,4,15,13,0.002454782
2018,4,15,14,0.553691582
2018,4,15,15,0.740862233
2018,4,15,16,0.875208446
2018,4,15,17,0.901558883
2018,4,15,18,0.89812243
2018,4,15,19,0.884556637
2018,4,15,20,0.880458671
2018,4,15,21,0.880612908
2018,4,15,22,0.868151603
2018,4,15,23,0.775706542
2018,4,15,24,0.62056277
2018,4,16,1,0.315031289
2018,4,16,2,9.20E-05
2018,4,16,3,0
2018,4,16,4,0
2018,4,16,5,0
2018,4,16,6,0
2018,4,16,7,0
2018,4,16,8,0
2018,4,16,9,0
2018,4,16,10,0
2018,4,16,11,0
2018,4,16,12,0
2018,4,16,13,0.003174463
2018,4,16,14,0.530457656
2018,4,16,15,0.723716466
2018,4,16,16,0.847406486
2018,4,16,17,0.872207551
2018,4,16,18,0.859607131
2018,4,16,19,0.84308748
2018,4,16,20,0.837197914
2018,4,16,21,0.801994444
2018,4,16,22,0.749082518
2018,4,16,23,0.722090549
2018,4,16,24,0.610949026
2018,4,17,1,0.294024415
2018,4,17,2,1.24E-05
2018,4,17,3,0
2018,4,17,4,0
2018,4,17,5,0
2018,4,17,6,0
2018,4,17,7,0
2018,4,17,8,0
2018,4,17,9,0
2018,4,17,10,0
2018,4,17,11,0
2018,4,17,12,0
2018,4,17,13,0.008338734
2018,4,17,14,0.490838786
2018,4,17,15,0.717338904
2018,4,17,16,0.828948103
2018,4,17,17,0.853189766
2018,4,17,18,0.850615181
2018,4,17,19,0.834051374
2018,4,17,20,0.809575427
2018,4,17,21,0.804027329
2018,4,17,22,0.781193268
2018,4,17,23,0.712790433
2018,4,17,24,0.589021254
2018,4,18,1,0.340265873
2018,4,18,2,0.000111284
2018,4,18,3,0
2018,4,18,4,0
2018,4,18,5,0
2018,4,18,6,0
2018,4,18,7,0
2018,4,18,8,0
2018,4,18,9,0
2018,4,18,10,0
2018,4,18,11,0
2018,4,18,12,0
2018,4,18,13,0.005347637
2018,4,18,14,0.544415582
2018,4,18,15,0.748527707
2018,4,18,16,0.862786955
2018,4,18,17,0.89871775
2018,4,18,18,0.896519024
2018,4,18,19,0.882756944
2018,4,18,20,0.874388167
2018,4,18,21,0.85996897
2018,4,18,22,0.825577176
2018,4,18,23,0.739261678
2018,4,18,24,0.587339851
2018,4,19,1,0.358749909
2018,4,19,2,0.000155845
2018,4,19,3,0
2018,4,19,4,0
2018,4,19,5,0
2018,4,19,6,0
2018,4,19,7,0
2018,4,19,8,0
2018,4,19,9,0
2018,4,19,10,0
2018,4,19,11,0
2018,4,19,12,0
2018,4,19,13,0.005320111
2018,4,19,14,0.170273732
2018,4,19,15,0.357097209
2018,4,19,16,0.566779107
2018,4,19,17,0.732565774
2018,4,19,18,0.795543135
2018,4,19,19,0.830644657
2018,4,19,20,0.841107383
2018,4,19,21,0.835332918
2018,4,19,22,0.815137942
2018,4,19,23,0.744068625
2018,4,19,24,0.607300913
2018,4,20,1,0.311877992
2018,4,20,2,6.93E-05
2018,4,20,3,0
2018,4,20,4,0
2018,4,20,5,0
2018,4,20,6,0
2018,4,20,7,0
2018,4,20,8,0
2018,4,20,9,0
2018,4,20,10,0
2018,4,20,11,0
2018,4,20,12,0
2018,4,20,13,0.009482254
2018,4,20,14,0.366590166
2018,4,20,15,0.578620233
2018,4,20,16,0.703787439
2018,4,20,17,0.733523303
2018,4,20,18,0.737658507
2018,4,20,19,0.730394181
2018,4,20,20,0.717741125
2018,4,20,21,0.696289801
2018,4,20,22,0.669643893
2018,4,20,23,0.616477184
2018,4,20,24,0.476943729
2018,4,21,1,0.259441681
2018,4,21,2,0.000161927
2018,4,21,3,0
2018,4,21,4,0
2018,4,21,5,0
2018,4,21,6,0
2018,4,21,7,0
2018,4,21,8,0
2018,4,21,9,0
2018,4,21,10,0
2018,4,21,11,0
2018,4,21,12,0
2018,4,21,13,0.007046397
2018,4,21,14,0.429962298
2018,4,21,15,0.599576979
2018,4,21,16,0.779489617
2018,4,21,17,0.844333611
2018,4,21,18,0.867107276
2018,4,21,19,0.866162029
2018,4,21,20,0.863431783
2018,4,21,21,0.859423537
2018,4,21,22,0.838592568
2018,4,21,23,0.764579532
2018,4,21,24,0.628009775
2018,4,22,1,0.347497953
2018,4,22,2,0.000250123
2018,4,22,3,0
2018,4,22,4,0
2018,4,22,5,0
2018,4,22,6,0
2018,4,22,7,0
2018,4,22,8,0
2018,4,22,9,0
2018,4,22,10,0
2018,4,22,11,0
2018,4,22,12,0
2018,4,22,13,0.014082324
2018,4,22,14,0.415270854
2018,4,22,15,0.663784839
2018,4,22,16,0.71051529
2018,4,22,17,0.725034209
2018,4,22,18,0.719016741
2018,4,22,19,0.701180604
2018,4,22,20,0.6697398
2018,4,22,21,0.669147142
2018,4,22,22,0.682939345
2018,4,22,23,0.678095245
2018,4,22,24,0.615932562
2018,4,23,1,0.366308358
2018,4,23,2,0.000274585
2018,4,23,3,0
2018,4,23,4,0
2018,4,23,5,0
2018,4,23,6,0
2018,4,23,7,0
2018,4,23,8,0
2018,4,23,9,0
2018,4,23,10,0
2018,4,23,11,0
2018,4,23,12,0
2018,4,23,13,0.016528768
2018,4,23,14,0.566299991
2018,4,23,15,0.752630075
2018,4,23,16,0.837294896
2018,4,23,17,0.867494036
2018,4,23,18,0.864549686
2018,4,23,19,0.852814044
2018,4,23,20,0.848034509
2018,4,23,21,0.845977984
2018,4,23,22,0.82993531
2018,4,23,23,0.77776894
2018,4,23,24,0.667803014
2018,4,24,1,0.394721733
2018,4,24,2,0.000336268
2018,4,24,3,0
2018,4,24,4,0
2018,4,24,5,0
2018,4,24,6,0
2018,4,24,7,0
2018,4,24,8,0
2018,4,24,9,0
2018,4,24,10,0
2018,4,24,11,0
2018,4,24,12,0
2018,4,24,13,0.023037129
2018,4,24,14,0.423971772
2018,4,24,15,0.646340652
2018,4,24,16,0.773219567
2018,4,24,17,0.802936403
2018,4,24,18,0.800124136
2018,4,24,19,0.776234312
2018,4,24,20,0.741018671
2018,4,24,21,0.696812203
2018,4,24,22,0.630358221
2018,4,24,23,0.538286593
2018,4,24,24,0.385753686
2018,4,25,1,0.21613402
2018,4,25,2,0.000277727
2018,4,25,3,0
2018,4,25,4,0
2018,4,25,5,0
2018,4,25,6,0
2018,4,25,7,0
2018,4,25,8,0
2018,4,25,9,0
2018,4,25,10,0
2018,4,25,11,0
2018,4,25,12,0
2018,4,25,13,0.009220283
2018,4,25,14,0.126848845
2018,4,25,15,0.280148006
2018,4,25,16,0.408038095
2018,4,25,17,0.493757813
2018,4,25,18,0.55869624
2018,4,25,19,0.607116104
2018,4,25,20,0.645199353
2018,4,25,21,0.679657522
2018,4,25,22,0.714013158
2018,4,25,23,0.711549066
2018,4,25,24,0.629289246
2018,4,26,1,0.392871083
2018,4,26,2,0.000634089
2018,4,26,3,0
2018,4,26,4,0
2018,4,26,5,0
2018,4,26,6,0
2018,4,26,7,0
2018,4,26,8,0
2018,4,26,9,0
2018,4,26,10,0
2018,4,26,11,0
2018,4,26,12,0
2018,4,26,13,0.028991458
2018,4,26,14,0.531115906
2018,4,26,15,0.742970041
2018,4,26,16,0.83458092
2018,4,26,17,0.84857414
2018,4,26,18,0.837704653
2018,4,26,19,0.816334797
2018,4,26,20,0.804706534
2018,4,26,21,0.796449888
2018,4,26,22,0.780597956
2018,4,26,23,0.731541966
2018,4,26,24,0.612446503
2018,4,27,1,0.344263935
2018,4,27,2,0.00059326
2018,4,27,3,0
2018,4,27,4,0
2018,4,27,5,0
2018,4,27,6,0
2018,4,27,7,0
2018,4,27,8,0
2018,4,27,9,0
2018,4,27,10,0
2018,4,27,11,0
2018,4,27,12,0
2018,4,27,13,0.039866526
2018,4,27,14,0.314782731
2018,4,27,15,0.48092594
2018,4,27,16,0.609087461
2018,4,27,17,0.69972251
2018,4,27,18,0.736244017
2018,4,27,19,0.737321877
2018,4,27,20,0.736681123
2018,4,27,21,0.732316618
2018,4,27,22,0.706161654
2018,4,27,23,0.632825116
2018,4,27,24,0.507554548
2018,4,28,1,0.29863677
2018,4,28,2,0.000649655
2018,4,28,3,0
2018,4,28,4,0
2018,4,28,5,0
2018,4,28,6,0
2018,4,28,7,0
2018,4,28,8,0
2018,4,28,9,0
2018,4,28,10,0
2018,4,28,11,0
2018,4,28,12,0
2018,4,28,13,0.042670022
2018,4,28,14,0.537473685
2018,4,28,15,0.743274754
2018,4,28,16,0.836299041
2018,4,28,17,0.857479379
2018,4,28,18,0.854822379
2018,4,28,19,0.845831239
2018,4,28,20,0.842388822
2018,4,28,21,0.842322558
2018,4,28,22,0.824084425
2018,4,28,23,0.79004645
2018,4,28,24,0.679968908
2018,4,29,1,0.397522133
2018,4,29,2,0.000793091
2018,4,29,3,0
2018,4,29,4,0
2018,4,29,5,0
2018,4,29,6,0
2018,4,29,7,0
2018,4,29,8,0
2018,4,29,9,0
2018,4,29,10,0
2018,4,29,11,0
2018,4,29,12,0
2018,4,29,13,0.074390325
2018,4,29,14,0.379014022
2018,4,29,15,0.613501766
2018,4,29,16,0.746391753
2018,4,29,17,0.777965916
2018,4,29,18,0.781175761
2018,4,29,19,0.77542573
2018,4,29,20,0.776486034
2018,4,29,21,0.78533149
2018,4,29,22,0.781629335
2018,4,29,23,0.751772016
2018,4,29,24,0.610379577
2018,4,30,1,0.359489505
2018,4,30,2,0.000793703
2018,4,30,3,0
2018,4,30,4,0
2018,4,30,5,0
2018,4,30,6,0
2018,4,30,7,0
2018,4,30,8,0
2018,4,30,9,0
2018,4,30,10,0
2018,4,30,11,0
2018,4,30,12,0
2018,4,30,13,0.0872455
2018,4,30,14,0.475065051
2018,4,30,15,0.702051322
2018,4,30,16,0.791599631
2018,4,30,17,0.810977056
2018,4,30,18,0.812091965
2018,4,30,19,0.811367381
2018,4,30,20,0.80907894
2018,4,30,21,0.800480159
2018,4,30,22,0.758701091
2018,4,30,23,0.672452769
2018,4,30,24,0.563838696
2018,5,1,1,0.393971832
2018,5,1,2,0.000973608
2018,5,1,3,0
2018,5,1,4,0
2018,5,1,5,0
2018,5,1,6,0
2018,5,1,7,0
2018,5,1,8,0
2018,5,1,9,0
2018,5,1,10,0
2018,5,1,11,0
2018,5,1,12,0
2018,5,1,13,0.046992929
2018,5,1,14,0.426972401
2018,5,1,15,0.649591036
2018,5,1,16,0.760488238
2018,5,1,17,0.774817805
2018,5,1,18,0.764444566
2018,5,1,19,0.751086267
2018,5,1,20,0.726326067
2018,5,1,21,0.691277827
2018,5,1,22,0.635913332
2018,5,1,23,0.567679884
2018,5,1,24,0.464000714
2018,5,2,1,0.310331708
2018,5,2,2,0.001021766
2018,5,2,3,0
2018,5,2,4,0
2018,5,2,5,0
2018,5,2,6,0
2018,5,2,7,0
2018,5,2,8,0
2018,5,2,9,0
2018,5,2,10,0
2018,5,2,11,0
2018,5,2,12,0
2018,5,2,13,0.052625241
2018,5,2,14,0.431329813
2018,5,2,15,0.567184962
2018,5,2,16,0.61974847
2018,5,2,17,0.632754891
2018,5,2,18,0.621605456
2018,5,2,19,0.591220747
2018,5,2,20,0.535394232
2018,5,2,21,0.473711782
2018,5,2,22,0.417768331
2018,5,2,23,0.414532092
2018,5,2,24,0.393488542
2018,5,3,1,0.246254359
2018,5,3,2,0.001072383
2018,5,3,3,0
2018,5,3,4,0
2018,5,3,5,0
2018,5,3,6,0
2018,5,3,7,0
2018,5,3,8,0
2018,5,3,9,0
2018,5,3,10,0
2018,5,3,11,0
2018,5,3,12,0
2018,5,3,13,0.088122054
2018,5,3,14,0.615024351
2018,5,3,15,0.759618494
2018,5,3,16,0.849554122
2018,5,3,17,0.878553193
2018,5,3,18,0.878176714
2018,5,3,19,0.866554565
2018,5,3,20,0.862175815
2018,5,3,21,0.860655032
2018,5,3,22,0.846069804
2018,5,3,23,0.774046421
2018,5,3,24,0.616166464
2018,5,4,1,0.347988486
2018,5,4,2,0.001392882
2018,5,4,3,0
2018,5,4,4,0
2018,5,4,5,0
2018,5,4,6,0
2018,5,4,7,0
2018,5,4,8,0
2018,5,4,9,0
2018,5,4,10,0
2018,5,4,11,0
2018,5,4,12,0
2018,5,4,13,0.084118837
2018,5,4,14,0.557020181
2018,5,4,15,0.763314389
2018,5,4,16,0.83794428
2018,5,4,17,0.874300189
2018,5,4,18,0.874171803
2018,5,4,19,0.862419261
2018,5,4,20,0.85645283
2018,5,4,21,0.851373633
2018,5,4,22,0.832399299
2018,5,4,23,0.769741838
2018,5,4,24,0.666069875
2018,5,5,1,0.437149268
2018,5,5,2,0.001868769
2018,5,5,3,0
2018,5,5,4,0
2018,5,5,5,0
2018,5,5,6,0
2018,5,5,7,0
2018,5,5,8,0
2018,5,5,9,0
2018,5,5,10,0
2018,5,5,11,0
2018,5,5,12,0
2018,5,5,13,0.14557206
2018,5,5,14,0.606752281
2018,5,5,15,0.756690592
2018,5,5,16,0.82667487
2018,5,5,17,0.865131889
2018,5,5,18,0.862800261
2018,5,5,19,0.851858419
2018,5,5,20,0.847490469
2018,5,5,21,0.844780775
2018,5,5,22,0.828873797
2018,5,5,23,0.773217721
2018,5,5,24,0.66444809
2018,5,6,1,0.401586582
2018,5,6,2,0.002284267
2018,5,6,3,0
2018,5,6,4,0
2018,5,6,5,0
2018,5,6,6,0
2018,5,6,7,0
2018,5,6,8,0
2018,5,6,9,0
2018,5,6,10,0
2018,5,6,11,0
2018,5,6,12,0
2018,5,6,13,0.10683128
2018,5,6,14,0.566788748
2018,5,6,15,0.720713833
2018,5,6,16,0.805080074
2018,5,6,17,0.847349658
2018,5,6,18,0.848349466
2018,5,6,19,0.842009104
2018,5,6,20,0.842704668
2018,5,6,21,0.843006248
2018,5,6,22,0.832286509
2018,5,6,23,0.78639255
2018,5,6,24,0.673737945
2018,5,7,1,0.447044562
2018,5,7,2,0.00252507
2018,5,7,3,0
2018,5,7,4,0
2018,5,7,5,0
2018,5,7,6,0
2018,5,7,7,0
2018,5,7,8,0
2018,5,7,9,0
2018,5,7,10,0
2018,5,7,11,0
2018,5,7,12,0
2018,5,7,13,0.113203263
2018,5,7,14,0.600514143
2018,5,7,15,0.730585343
2018,5,7,16,0.820080052
2018,5,7,17,0.851373599
2018,5,7,18,0.850211348
2018,5,7,19,0.841293964
2018,5,7,20,0.835648372
2018,5,7,21,0.830839351
2018,5,7,22,0.813108927
2018,5,7,23,0.756590022
2018,5,7,24,0.635228905
2018,5,8,1,0.386145281
2018,5,8,2,0.002950613
2018,5,8,3,0
2018,5,8,4,0
2018,5,8,5,0
2018,5,8,6,0
2018,5,8,7,0
2018,5,8,8,0
2018,5,8,9,0
2018,5,8,10,0
2018,5,8,11,0
2018,5,8,12,0
2018,5,8,13,0.03860662
2018,5,8,14,0.208898456
2018,5,8,15,0.396886778
2018,5,8,16,0.551822116
2018,5,8,17,0.644970572
2018,5,8,18,0.678690283
2018,5,8,19,0.694795244
2018,5,8,20,0.710195289
2018,5,8,21,0.719264076
2018,5,8,22,0.722381011
2018,5,8,23,0.702441033
2018,5,8,24,0.605279241
2018,5,9,1,0.380579243
2018,5,9,2,0.004211934
2018,5,9,3,0
2018,5,9,4,0
2018,5,9,5,0
2018,5,9,6,0
2018,5,9,7,0
2018,5,9,8,0
2018,5,9,9,0
2018,5,9,10,0
2018,5,9,11,0
2018,5,9,12,0
2018,5,9,13,0.125970268
2018,5,9,14,0.608003328
2018,5,9,15,0.737466444
2018,5,9,16,0.811019023
2018,5,9,17,0.84270147
2018,5,9,18,0.839615592
2018,5,9,19,0.830550981
2018,5,9,20,0.827294501
2018,5,9,21,0.826877677
2018,5,9,22,0.810921241
2018,5,9,23,0.756338411
2018,5,9,24,0.656567805
2018,5,10,1,0.436408067
2018,5,10,2,0.004438111
2018,5,10,3,0
2018,5,10,4,0
2018,5,10,5,0
2018,5,10,6,0
2018,5,10,7,0
2018,5,10,8,0
2018,5,10,9,0
2018,5,10,10,0
2018,5,10,11,0
2018,5,10,12,0
2018,5,10,13,0.118983511
2018,5,10,14,0.571388999
2018,5,10,15,0.745275344
2018,5,10,16,0.803034085
2018,5,10,17,0.823437237
2018,5,10,18,0.819977661
2018,5,10,19,0.813434368
2018,5,10,20,0.812052641
2018,5,10,21,0.811904006
2018,5,10,22,0.800135236
2018,5,10,23,0.750653374
2018,5,10,24,0.671875041
2018,5,11,1,0.452249283
2018,5,11,2,0.005179434
2018,5,11,3,0
2018,5,11,4,0
2018,5,11,5,0
2018,5,11,6,0
2018,5,11,7,0
2018,5,11,8,0
2018,5,11,9,0
2018,5,11,10,0
2018,5,11,11,0
2018,5,11,12,0
2018,5,11,13,0.122941296
2018,5,11,14,0.445360126
2018,5,11,15,0.64302303
2018,5,11,16,0.732410343
2018,5,11,17,0.759995547
2018,5,11,18,0.76542092
2018,5,11,19,0.766539159
2018,5,11,20,0.774919628
2018,5,11,21,0.783661451
2018,5,11,22,0.774172019
2018,5,11,23,0.72242003
2018,5,11,24,0.615104803
2018,5,12,1,0.390566918
2018,5,12,2,0.006483456
2018,5,12,3,0
2018,5,12,4,0
2018,5,12,5,0
2018,5,12,6,0
2018,5,12,7,0
2018,5,12,8,0
2018,5,12,9,0
2018,5,12,10,0
2018,5,12,11,0
2018,5,12,12,0
2018,5,12,13,0.152710994
2018,5,12,14,0.55282958
2018,5,12,15,0.702476006
2018,5,12,16,0.767159981
2018,5,12,17,0.78526939
2018,5,12,18,0.7743049
2018,5,12,19,0.759344712
2018,5,12,20,0.729719484
2018,5,12,21,0.690825659
2018,5,12,22,0.632956831
2018,5,12,23,0.533176027
2018,5,12,24,0.388429959
2018,5,13,1,0.218308106
2018,5,13,2,0.008457511
2018,5,13,3,0
2018,5,13,4,0
2018,5,13,5,0
2018,5,13,6,0
2018,5,13,7,0
2018,5,13,8,0
2018,5,13,9,0
2018,5,13,10,0
2018,5,13,11,0
2018,5,13,12,0
2018,5,13,13,0.136858117
2018,5,13,14,0.478983138
2018,5,13,15,0.65585579
2018,5,13,16,0.758929108
2018,5,13,17,0.789073103
2018,5,13,18,0.800543688
2018,5,13,19,0.79756205
2018,5,13,20,0.783674818
2018,5,13,21,0.761743859
2018,5,13,22,0.702714658
2018,5,13,23,0.627520764
2018,5,13,24,0.497528549
2018,5,14,1,0.315520193
2018,5,14,2,0.011636876
2018,5,14,3,0
2018,5,14,4,0
2018,5,14,5,0
2018,5,14,6,0
2018,5,14,7,0
2018,5,14,8,0
2018,5,14,9,0
2018,5,14,10,0
2018,5,14,11,0
2018,5,14,12,0
2018,5,14,13,0.151655045
2018,5,14,14,0.441022646
2018,5,14,15,0.620331878
2018,5,14,16,0.712104287
2018,5,14,17,0.736912143
2018,5,14,18,0.744271594
2018,5,14,19,0.742385105
2018,5,14,20,0.74610166
2018,5,14,21,0.713918412
2018,5,14,22,0.64327795
2018,5,14,23,0.604669064
2018,5,14,24,0.548433941
2018,5,15,1,0.424643291
2018,5,15,2,0.009029169
2018,5,15,3,0
2018,5,15,4,0
2018,5,15,5,0
2018,5,15,6,0
2018,5,15,7,0
2018,5,15,8,0
2018,5,15,9,0
2018,5,15,10,0
2018,5,15,11,0
2018,5,15,12,0
2018,5,15,13,0.183621641
2018,5,15,14,0.532797226
2018,5,15,15,0.700854176
2018,5,15,16,0.777197941
2018,5,15,17,0.806716071
2018,5,15,18,0.809977204
2018,5,15,19,0.803583111
2018,5,15,20,0.794458908
2018,5,15,21,0.783992017
2018,5,15,22,0.754283332
2018,5,15,23,0.683182883
2018,5,15,24,0.555567311
2018,5,16,1,0.36556672
2018,5,16,2,0.013563919
2018,5,16,3,0
2018,5,16,4,0
2018,5,16,5,0
2018,5,16,6,0
2018,5,16,7,0
2018,5,16,8,0
2018,5,16,9,0
2018,5,16,10,0
2018,5,16,11,0
2018,5,16,12,0
2018,5,16,13,0.138688263
2018,5,16,14,0.525760916
2018,5,16,15,0.724308956
2018,5,16,16,0.795688815
2018,5,16,17,0.817806153
2018,5,16,18,0.820854653
2018,5,16,19,0.818962688
2018,5,16,20,0.819328481
2018,5,16,21,0.818193789
2018,5,16,22,0.80047464
2018,5,16,23,0.752317489
2018,5,16,24,0.639233287
2018,5,17,1,0.405096533
2018,5,17,2,0.015463218
2018,5,17,3,0
2018,5,17,4,0
2018,5,17,5,0
2018,5,17,6,0
2018,5,17,7,0
2018,5,17,8,0
2018,5,17,9,0
2018,5,17,10,0
2018,5,17,11,0
2018,5,17,12,0
2018,5,17,13,0.164668147
2018,5,17,14,0.538543287
2018,5,17,15,0.725072317
2018,5,17,16,0.787783897
2018,5,17,17,0.804064308
2018,5,17,18,0.807298834
2018,5,17,19,0.798081606
2018,5,17,20,0.792151442
2018,5,17,21,0.782042808
2018,5,17,22,0.746749539
2018,5,17,23,0.654367895
2018,5,17,24,0.498707156
2018,5,18,1,0.320932894
2018,5,18,2,0.015515681
2018,5,18,3,0
2018,5,18,4,0
2018,5,18,5,0
2018,5,18,6,0
2018,5,18,7,0
2018,5,18,8,0
2018,5,18,9,0
2018,5,18,10,0
2018,5,18,11,0
2018,5,18,12,0
2018,5,18,13,0.194254779
2018,5,18,14,0.577317676
2018,5,18,15,0.745020934
2018,5,18,16,0.801362211
2018,5,18,17,0.827182655
2018,5,18,18,0.825937975
2018,5,18,19,0.826395015
2018,5,18,20,0.823461398
2018,5,18,21,0.822417732
2018,5,18,22,0.804775283
2018,5,18,23,0.754118836
