Capacity data calculated from MERRA-2 by Lei Duan,,,,
Top 25% of area used.
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,wind capacity
2018,3,17,14,0.151344316
2018,3,17,15,0.104222549
2018,3,17,16,0.135516127
2018,3,17,17,0.165507499
2018,3,17,18,0.165965431
2018,3,17,19,0.143956384
2018,3,17,20,0.126664808
2018,3,17,21,0.121557511
2018,3,17,22,0.124278279
2018,3,17,23,0.139941918
2018,3,17,24,0.189581407
2018,3,18,1,0.461102048
2018,3,18,2,0.577924606
2018,3,18,3,0.574259061
2018,3,18,4,0.545222241
2018,3,18,5,0.47904236
2018,3,18,6,0.421123114
2018,3,18,7,0.384781707
2018,3,18,8,0.364125541
2018,3,18,9,0.347036655
2018,3,18,10,0.378362644
2018,3,18,11,0.412411371
2018,3,18,12,0.45129087
2018,3,18,13,0.464173281
2018,3,18,14,0.350982043
2018,3,18,15,0.192648393
2018,3,18,16,0.193982498
2018,3,18,17,0.237550599
2018,3,18,18,0.317604755
2018,3,18,19,0.456097029
2018,3,18,20,0.624758456
2018,3,18,21,0.771027736
2018,3,18,22,0.876811252
2018,3,18,23,0.925651892
2018,3,18,24,0.943476901
2018,3,19,1,0.989301402
2018,3,19,2,0.992200149
2018,3,19,3,0.996772194
2018,3,19,4,0.993357768
2018,3,19,5,0.998894947
2018,3,19,6,0.999617151
2018,3,19,7,1
2018,3,19,8,1
2018,3,19,9,1
2018,3,19,10,0.998701056
2018,3,19,11,0.997811222
2018,3,19,12,0.998351592
2018,3,19,13,0.999742107
2018,3,19,14,0.944134814
2018,3,19,15,1
2018,3,19,16,1
2018,3,19,17,0.996751052
2018,3,19,18,0.960572629
2018,3,19,19,0.886081052
2018,3,19,20,0.796551857
2018,3,19,21,0.725480973
2018,3,19,22,0.682752415
2018,3,19,23,0.660382594
2018,3,19,24,0.642632925
2018,3,20,1,0.697558511
2018,3,20,2,0.726261809
2018,3,20,3,0.673317162
2018,3,20,4,0.62344517
2018,3,20,5,0.565012749
2018,3,20,6,0.482560966
2018,3,20,7,0.424315635
2018,3,20,8,0.399965291
2018,3,20,9,0.404345962
2018,3,20,10,0.394163117
2018,3,20,11,0.348034159
2018,3,20,12,0.298690687
2018,3,20,13,0.283710239
2018,3,20,14,0.132038258
2018,3,20,15,0.104941545
2018,3,20,16,0.074000998
2018,3,20,17,0.055226394
2018,3,20,18,0.048759841
2018,3,20,19,0.051219842
2018,3,20,20,0.0647335
2018,3,20,21,0.080429061
2018,3,20,22,0.087714085
2018,3,20,23,0.07760211
2018,3,20,24,0.059060119
2018,3,21,1,0.098637243
2018,3,21,2,0.180764049
2018,3,21,3,0.337954494
2018,3,21,4,0.513280993
2018,3,21,5,0.661030224
2018,3,21,6,0.766457396
2018,3,21,7,0.771297245
2018,3,21,8,0.726946706
2018,3,21,9,0.674610129
2018,3,21,10,0.592637145
2018,3,21,11,0.504788259
2018,3,21,12,0.434506881
2018,3,21,13,0.387097744
2018,3,21,14,0.171325131
2018,3,21,15,0.148919351
2018,3,21,16,0.358160741
2018,3,21,17,0.45621362
2018,3,21,18,0.459806773
2018,3,21,19,0.424774531
2018,3,21,20,0.385920961
2018,3,21,21,0.347782642
2018,3,21,22,0.321868793
2018,3,21,23,0.314186
2018,3,21,24,0.339569033
2018,3,22,1,0.608850667
2018,3,22,2,0.742168934
2018,3,22,3,0.880193896
2018,3,22,4,0.968417479
2018,3,22,5,0.978869054
2018,3,22,6,0.972244392
2018,3,22,7,0.962629297
2018,3,22,8,0.939782833
2018,3,22,9,0.895476932
2018,3,22,10,0.829820449
2018,3,22,11,0.760890244
2018,3,22,12,0.702578511
2018,3,22,13,0.628205514
2018,3,22,14,0.389111221
2018,3,22,15,0.462781844
2018,3,22,16,0.450429055
2018,3,22,17,0.393165461
2018,3,22,18,0.327508817
2018,3,22,19,0.276171792
2018,3,22,20,0.247621736
2018,3,22,21,0.231939588
2018,3,22,22,0.233404661
2018,3,22,23,0.255878261
2018,3,22,24,0.327786457
2018,3,23,1,0.515766385
2018,3,23,2,0.59165669
2018,3,23,3,0.665434386
2018,3,23,4,0.737132835
2018,3,23,5,0.813732405
2018,3,23,6,0.869557048
2018,3,23,7,0.911269088
2018,3,23,8,0.917930007
2018,3,23,9,0.918712823
2018,3,23,10,0.872831334
2018,3,23,11,0.817099424
2018,3,23,12,0.75905312
2018,3,23,13,0.69468244
2018,3,23,14,0.527781416
2018,3,23,15,0.49034923
2018,3,23,16,0.487938481
2018,3,23,17,0.537578742
2018,3,23,18,0.715216702
2018,3,23,19,0.870818448
2018,3,23,20,0.934072443
2018,3,23,21,0.94674947
2018,3,23,22,0.952931533
2018,3,23,23,0.960521151
2018,3,23,24,0.969087497
2018,3,24,1,0.991920019
2018,3,24,2,0.998175961
2018,3,24,3,0.99857394
2018,3,24,4,0.998597308
2018,3,24,5,0.999960354
2018,3,24,6,0.995292623
2018,3,24,7,0.988086066
2018,3,24,8,0.964777367
2018,3,24,9,0.920347387
2018,3,24,10,0.875134056
2018,3,24,11,0.813713571
2018,3,24,12,0.743786312
2018,3,24,13,0.652582419
2018,3,24,14,0.294348373
2018,3,24,15,0.197125944
2018,3,24,16,0.225656122
2018,3,24,17,0.14533299
2018,3,24,18,0.062906172
2018,3,24,19,0.024149791
2018,3,24,20,0.015603878
2018,3,24,21,0.021023703
2018,3,24,22,0.032694348
2018,3,24,23,0.049800697
2018,3,24,24,0.0793513
2018,3,25,1,0.382930413
2018,3,25,2,0.706991399
2018,3,25,3,0.83689392
2018,3,25,4,0.9402457
2018,3,25,5,0.953059201
2018,3,25,6,0.906786176
2018,3,25,7,0.818458651
2018,3,25,8,0.628970699
2018,3,25,9,0.476998215
2018,3,25,10,0.420569623
2018,3,25,11,0.431610924
2018,3,25,12,0.471144874
2018,3,25,13,0.506773488
2018,3,25,14,0.312023575
2018,3,25,15,0.149963707
2018,3,25,16,0.218375013
2018,3,25,17,0.324459342
2018,3,25,18,0.384028325
2018,3,25,19,0.421220746
2018,3,25,20,0.440321242
2018,3,25,21,0.485076339
2018,3,25,22,0.540492244
2018,3,25,23,0.563968888
2018,3,25,24,0.572587374
2018,3,26,1,0.72446894
2018,3,26,2,0.849159213
2018,3,26,3,0.960205609
2018,3,26,4,0.985180797
2018,3,26,5,0.978202924
2018,3,26,6,0.967402568
2018,3,26,7,0.953238022
2018,3,26,8,0.911687746
2018,3,26,9,0.862183231
2018,3,26,10,0.824568294
2018,3,26,11,0.767645691
2018,3,26,12,0.710486125
2018,3,26,13,0.663655247
2018,3,26,14,0.492923703
2018,3,26,15,0.437620183
2018,3,26,16,0.401557118
2018,3,26,17,0.361401478
2018,3,26,18,0.329686339
2018,3,26,19,0.314101652
2018,3,26,20,0.296167673
2018,3,26,21,0.273360723
2018,3,26,22,0.237105813
2018,3,26,23,0.208876501
2018,3,26,24,0.226874999
2018,3,27,1,0.361759636
2018,3,27,2,0.453791275
2018,3,27,3,0.462981233
2018,3,27,4,0.449581779
2018,3,27,5,0.391903638
2018,3,27,6,0.357974364
2018,3,27,7,0.358589197
2018,3,27,8,0.351846475
2018,3,27,9,0.358022205
2018,3,27,10,0.350978472
2018,3,27,11,0.32151548
2018,3,27,12,0.309375834
2018,3,27,13,0.294218497
2018,3,27,14,0.289108581
2018,3,27,15,0.285478562
2018,3,27,16,0.271918091
2018,3,27,17,0.249085923
2018,3,27,18,0.218079568
2018,3,27,19,0.195910517
2018,3,27,20,0.205022105
2018,3,27,21,0.266841287
2018,3,27,22,0.339634812
2018,3,27,23,0.314993145
2018,3,27,24,0.273907227
2018,3,28,1,0.261373683
2018,3,28,2,0.235622791
2018,3,28,3,0.23176775
2018,3,28,4,0.214606253
2018,3,28,5,0.174996675
2018,3,28,6,0.161740497
2018,3,28,7,0.157798851
2018,3,28,8,0.144923546
2018,3,28,9,0.15760673
2018,3,28,10,0.171070737
2018,3,28,11,0.151224295
2018,3,28,12,0.161333441
2018,3,28,13,0.168348987
2018,3,28,14,0.117576243
2018,3,28,15,0.108788064
2018,3,28,16,0.095545852
2018,3,28,17,0.07943062
2018,3,28,18,0.075739315
2018,3,28,19,0.076010358
2018,3,28,20,0.07502915
2018,3,28,21,0.076129148
2018,3,28,22,0.077825287
2018,3,28,23,0.089338093
2018,3,28,24,0.105741203
2018,3,29,1,0.191997096
2018,3,29,2,0.312986986
2018,3,29,3,0.429840377
2018,3,29,4,0.507061475
2018,3,29,5,0.554325081
2018,3,29,6,0.619097041
2018,3,29,7,0.680895147
2018,3,29,8,0.756370492
2018,3,29,9,0.813991899
2018,3,29,10,0.820660833
2018,3,29,11,0.809540089
2018,3,29,12,0.796406992
2018,3,29,13,0.770119908
2018,3,29,14,0.605016022
2018,3,29,15,0.662540505
2018,3,29,16,0.590407967
2018,3,29,17,0.45722026
2018,3,29,18,0.347327083
2018,3,29,19,0.270888599
2018,3,29,20,0.216878722
2018,3,29,21,0.175396416
2018,3,29,22,0.14827786
2018,3,29,23,0.127684754
2018,3,29,24,0.10629882
2018,3,30,1,0.161864776
2018,3,30,2,0.337985472
2018,3,30,3,0.520494499
2018,3,30,4,0.610045377
2018,3,30,5,0.608514365
2018,3,30,6,0.54782281
2018,3,30,7,0.483374545
2018,3,30,8,0.428906697
2018,3,30,9,0.379631132
2018,3,30,10,0.327699463
2018,3,30,11,0.288517015
2018,3,30,12,0.250380916
2018,3,30,13,0.172012555
2018,3,30,14,0.108120417
2018,3,30,15,0.168055588
2018,3,30,16,0.26600397
2018,3,30,17,0.363417405
2018,3,30,18,0.419092112
2018,3,30,19,0.461495091
2018,3,30,20,0.489346617
2018,3,30,21,0.502230188
2018,3,30,22,0.510166673
2018,3,30,23,0.530183188
2018,3,30,24,0.571524803
2018,3,31,1,0.861460759
2018,3,31,2,1
2018,3,31,3,1
2018,3,31,4,0.997937219
2018,3,31,5,0.976774767
2018,3,31,6,0.934188235
2018,3,31,7,0.91319121
2018,3,31,8,0.90013023
2018,3,31,9,0.887495019
2018,3,31,10,0.874398061
2018,3,31,11,0.84898619
2018,3,31,12,0.831918595
2018,3,31,13,0.820001751
2018,3,31,14,0.587317117
2018,3,31,15,0.691828899
2018,3,31,16,0.782038412
2018,3,31,17,0.747453304
2018,3,31,18,0.646793539
2018,3,31,19,0.54411985
2018,3,31,20,0.451698139
2018,3,31,21,0.381567335
2018,3,31,22,0.324202662
2018,3,31,23,0.287932604
2018,3,31,24,0.319515795
2018,4,1,1,0.550252663
2018,4,1,2,0.724527122
2018,4,1,3,0.753429469
2018,4,1,4,0.776692867
2018,4,1,5,0.733039814
2018,4,1,6,0.633930944
2018,4,1,7,0.522257915
2018,4,1,8,0.437814422
2018,4,1,9,0.384400612
2018,4,1,10,0.373700714
2018,4,1,11,0.346959363
2018,4,1,12,0.328004644
2018,4,1,13,0.306361908
2018,4,1,14,0.230132744
2018,4,1,15,0.138803608
2018,4,1,16,0.076078813
2018,4,1,17,0.040123468
2018,4,1,18,0.021905816
2018,4,1,19,0.016146799
2018,4,1,20,0.015210019
2018,4,1,21,0.015563511
2018,4,1,22,0.016065427
2018,4,1,23,0.027890551
2018,4,1,24,0.102573861
2018,4,2,1,0.288058172
2018,4,2,2,0.400801718
2018,4,2,3,0.374205781
2018,4,2,4,0.262856203
2018,4,2,5,0.182283097
2018,4,2,6,0.148196626
2018,4,2,7,0.125385999
2018,4,2,8,0.114736937
2018,4,2,9,0.108652465
2018,4,2,10,0.113877732
2018,4,2,11,0.131819579
2018,4,2,12,0.150972545
2018,4,2,13,0.164582388
2018,4,2,14,0.11421399
2018,4,2,15,0.17478115
2018,4,2,16,0.300123788
2018,4,2,17,0.409183534
2018,4,2,18,0.492460156
2018,4,2,19,0.557357077
2018,4,2,20,0.596712098
2018,4,2,21,0.622545915
2018,4,2,22,0.659370615
2018,4,2,23,0.702467482
2018,4,2,24,0.724056971
2018,4,3,1,0.895657418
2018,4,3,2,0.958897454
2018,4,3,3,0.967336245
2018,4,3,4,0.97697796
2018,4,3,5,0.974185725
2018,4,3,6,0.954858796
2018,4,3,7,0.942734819
2018,4,3,8,0.939163109
2018,4,3,9,0.935385225
2018,4,3,10,0.938041389
2018,4,3,11,0.937547827
2018,4,3,12,0.939156841
2018,4,3,13,0.943385456
2018,4,3,14,0.834252584
2018,4,3,15,0.762595919
2018,4,3,16,0.835265952
2018,4,3,17,0.911914811
2018,4,3,18,0.896729569
2018,4,3,19,0.845797184
2018,4,3,20,0.809298978
2018,4,3,21,0.794791037
2018,4,3,22,0.782940906
2018,4,3,23,0.766475778
2018,4,3,24,0.728293433
2018,4,4,1,0.753340498
2018,4,4,2,0.861490096
2018,4,4,3,0.80928815
2018,4,4,4,0.761865654
2018,4,4,5,0.713824892
2018,4,4,6,0.65118575
2018,4,4,7,0.59112334
2018,4,4,8,0.50956293
2018,4,4,9,0.45277086
2018,4,4,10,0.420266223
2018,4,4,11,0.402561523
2018,4,4,12,0.38691938
2018,4,4,13,0.339809083
2018,4,4,14,0.232103784
2018,4,4,15,0.384424154
2018,4,4,16,0.456100515
2018,4,4,17,0.502076714
2018,4,4,18,0.521077738
2018,4,4,19,0.53131815
2018,4,4,20,0.541447219
2018,4,4,21,0.559171304
2018,4,4,22,0.579977663
2018,4,4,23,0.592982057
2018,4,4,24,0.604401661
2018,4,5,1,0.786833876
2018,4,5,2,0.993759484
2018,4,5,3,0.999024177
2018,4,5,4,0.994015657
2018,4,5,5,0.98675991
2018,4,5,6,0.979557743
2018,4,5,7,0.95097777
2018,4,5,8,0.89668073
2018,4,5,9,0.811966814
2018,4,5,10,0.744396102
2018,4,5,11,0.717985892
2018,4,5,12,0.689509291
2018,4,5,13,0.656898016
2018,4,5,14,0.394153992
2018,4,5,15,0.474971197
2018,4,5,16,0.558873686
2018,4,5,17,0.468848443
2018,4,5,18,0.349676453
2018,4,5,19,0.254629038
2018,4,5,20,0.199114508
2018,4,5,21,0.169024871
2018,4,5,22,0.154010802
2018,4,5,23,0.143106357
2018,4,5,24,0.15873799
2018,4,6,1,0.272382208
2018,4,6,2,0.40455849
2018,4,6,3,0.552448331
2018,4,6,4,0.630864568
2018,4,6,5,0.662554978
2018,4,6,6,0.684224094
2018,4,6,7,0.690360529
2018,4,6,8,0.697613427
2018,4,6,9,0.666773726
2018,4,6,10,0.628404604
2018,4,6,11,0.610625416
2018,4,6,12,0.615439545
2018,4,6,13,0.597881661
2018,4,6,14,0.420024415
2018,4,6,15,0.470752611
2018,4,6,16,0.496225671
2018,4,6,17,0.484201244
2018,4,6,18,0.453311838
2018,4,6,19,0.418787377
2018,4,6,20,0.390074192
2018,4,6,21,0.388071061
2018,4,6,22,0.447830877
2018,4,6,23,0.561377996
2018,4,6,24,0.713166793
2018,4,7,1,0.85854586
2018,4,7,2,0.898924571
2018,4,7,3,0.915405942
2018,4,7,4,0.922497336
2018,4,7,5,0.918886447
2018,4,7,6,0.88585083
2018,4,7,7,0.833950585
2018,4,7,8,0.766781526
2018,4,7,9,0.708546347
2018,4,7,10,0.626947915
2018,4,7,11,0.535844241
2018,4,7,12,0.485118375
2018,4,7,13,0.4511779
2018,4,7,14,0.414888276
2018,4,7,15,0.352384117
2018,4,7,16,0.277642948
2018,4,7,17,0.203032498
2018,4,7,18,0.139976035
2018,4,7,19,0.097628341
2018,4,7,20,0.076963094
2018,4,7,21,0.068087158
2018,4,7,22,0.062482774
2018,4,7,23,0.056058943
2018,4,7,24,0.057714988
2018,4,8,1,0.091909837
2018,4,8,2,0.260435044
2018,4,8,3,0.288531574
2018,4,8,4,0.262412031
2018,4,8,5,0.249257343
2018,4,8,6,0.245727829
2018,4,8,7,0.255910032
2018,4,8,8,0.274005506
2018,4,8,9,0.30267409
2018,4,8,10,0.314778733
2018,4,8,11,0.309856208
2018,4,8,12,0.289892445
2018,4,8,13,0.263312575
2018,4,8,14,0.394562716
2018,4,8,15,0.414880524
2018,4,8,16,0.380007633
2018,4,8,17,0.410710902
2018,4,8,18,0.438191143
2018,4,8,19,0.436813399
2018,4,8,20,0.39925693
2018,4,8,21,0.365711315
2018,4,8,22,0.359088831
2018,4,8,23,0.361349734
2018,4,8,24,0.415385607
2018,4,9,1,0.654284724
2018,4,9,2,0.81794325
2018,4,9,3,0.797806769
2018,4,9,4,0.718427272
2018,4,9,5,0.641084324
2018,4,9,6,0.515263717
2018,4,9,7,0.384929596
2018,4,9,8,0.292258067
2018,4,9,9,0.227879133
2018,4,9,10,0.166024954
2018,4,9,11,0.113243195
2018,4,9,12,0.078134688
2018,4,9,13,0.061351599
2018,4,9,14,0.04520139
2018,4,9,15,0.049564411
2018,4,9,16,0.07162975
2018,4,9,17,0.07007362
2018,4,9,18,0.064237262
2018,4,9,19,0.069242874
2018,4,9,20,0.093497884
2018,4,9,21,0.139228472
2018,4,9,22,0.190390356
2018,4,9,23,0.246713453
2018,4,9,24,0.31911121
2018,4,10,1,0.433170322
2018,4,10,2,0.631694309
2018,4,10,3,0.604872105
2018,4,10,4,0.527371684
2018,4,10,5,0.465346664
2018,4,10,6,0.413933293
2018,4,10,7,0.386084536
2018,4,10,8,0.365095426
2018,4,10,9,0.340852572
2018,4,10,10,0.291914248
2018,4,10,11,0.250112651
2018,4,10,12,0.235822631
2018,4,10,13,0.225680556
2018,4,10,14,0.103564151
2018,4,10,15,0.187509367
2018,4,10,16,0.255189243
2018,4,10,17,0.285377116
2018,4,10,18,0.312726477
2018,4,10,19,0.332752834
2018,4,10,20,0.333188816
2018,4,10,21,0.312220399
2018,4,10,22,0.274313745
2018,4,10,23,0.235106782
2018,4,10,24,0.217220747
2018,4,11,1,0.433822921
2018,4,11,2,0.856694558
2018,4,11,3,0.98300836
2018,4,11,4,0.997465969
2018,4,11,5,0.992466287
2018,4,11,6,0.986184678
2018,4,11,7,0.978836501
2018,4,11,8,0.970211052
2018,4,11,9,0.956060393
2018,4,11,10,0.948251213
2018,4,11,11,0.919051416
2018,4,11,12,0.891342861
2018,4,11,13,0.833935478
2018,4,11,14,0.456843594
2018,4,11,15,0.751681943
2018,4,11,16,0.852862843
2018,4,11,17,0.916709857
2018,4,11,18,0.913991792
2018,4,11,19,0.875681611
2018,4,11,20,0.848256636
2018,4,11,21,0.837908756
2018,4,11,22,0.839523893
2018,4,11,23,0.844567762
2018,4,11,24,0.86736687
2018,4,12,1,0.94816304
2018,4,12,2,0.948979126
2018,4,12,3,0.952547386
2018,4,12,4,0.963175658
2018,4,12,5,0.968038741
2018,4,12,6,0.985882456
2018,4,12,7,0.996483409
2018,4,12,8,0.995162811
2018,4,12,9,0.994897791
2018,4,12,10,0.985626124
2018,4,12,11,0.961698296
2018,4,12,12,0.934068475
2018,4,12,13,0.882906149
2018,4,12,14,0.585524904
2018,4,12,15,0.45964941
2018,4,12,16,0.527218297
2018,4,12,17,0.730885469
2018,4,12,18,0.784294624
2018,4,12,19,0.799392455
2018,4,12,20,0.832129589
2018,4,12,21,0.874349775
2018,4,12,22,0.912166948
2018,4,12,23,0.94503697
2018,4,12,24,0.980287208
2018,4,13,1,0.999506031
2018,4,13,2,1
2018,4,13,3,1
2018,4,13,4,1
2018,4,13,5,1
2018,4,13,6,0.999674181
2018,4,13,7,0.996602598
2018,4,13,8,1
2018,4,13,9,1
2018,4,13,10,0.997725876
2018,4,13,11,0.99538623
2018,4,13,12,0.99169273
2018,4,13,13,0.976563446
2018,4,13,14,0.861484392
2018,4,13,15,0.916979869
2018,4,13,16,0.926389621
2018,4,13,17,0.944122467
2018,4,13,18,0.965444429
2018,4,13,19,0.987106858
2018,4,13,20,0.988786622
2018,4,13,21,0.992552714
2018,4,13,22,0.993826526
2018,4,13,23,0.995961585
2018,4,13,24,0.999929935
2018,4,14,1,0.99571486
2018,4,14,2,0.987860819
2018,4,14,3,0.972073224
2018,4,14,4,0.950922101
2018,4,14,5,0.93101773
2018,4,14,6,0.925893117
2018,4,14,7,0.933710838
2018,4,14,8,0.932213074
2018,4,14,9,0.918494824
2018,4,14,10,0.903975635
2018,4,14,11,0.879655917
2018,4,14,12,0.860892067
2018,4,14,13,0.822271715
2018,4,14,14,0.880304465
2018,4,14,15,0.92927406
2018,4,14,16,0.932516925
2018,4,14,17,0.928024868
2018,4,14,18,0.92075037
2018,4,14,19,0.916119329
2018,4,14,20,0.911097204
2018,4,14,21,0.909644691
2018,4,14,22,0.913805088
2018,4,14,23,0.907321263
2018,4,14,24,0.880305875
2018,4,15,1,0.822575959
2018,4,15,2,0.835975728
2018,4,15,3,0.767897577
2018,4,15,4,0.628142952
2018,4,15,5,0.514309409
2018,4,15,6,0.431300348
2018,4,15,7,0.371743504
2018,4,15,8,0.331380258
2018,4,15,9,0.309112395
2018,4,15,10,0.284811444
2018,4,15,11,0.262510696
2018,4,15,12,0.248364844
2018,4,15,13,0.218082203
2018,4,15,14,0.124065038
2018,4,15,15,0.124198384
2018,4,15,16,0.096209196
2018,4,15,17,0.083148403
2018,4,15,18,0.076573547
2018,4,15,19,0.069834881
2018,4,15,20,0.061894986
2018,4,15,21,0.052804955
2018,4,15,22,0.038891811
2018,4,15,23,0.022400804
2018,4,15,24,0.009782347
2018,4,16,1,0.039638352
2018,4,16,2,0.26032096
2018,4,16,3,0.659388263
2018,4,16,4,0.895331976
2018,4,16,5,0.942306743
2018,4,16,6,0.940181143
2018,4,16,7,0.907217466
2018,4,16,8,0.8523241
2018,4,16,9,0.814095442
2018,4,16,10,0.775062847
2018,4,16,11,0.740370797
2018,4,16,12,0.722756338
2018,4,16,13,0.657650143
2018,4,16,14,0.257110901
2018,4,16,15,0.400182591
2018,4,16,16,0.698835823
2018,4,16,17,0.830444208
2018,4,16,18,0.90268099
2018,4,16,19,0.935856829
2018,4,16,20,0.950480523
2018,4,16,21,0.95775528
2018,4,16,22,0.955047868
2018,4,16,23,0.949687993
2018,4,16,24,0.930208136
2018,4,17,1,0.996694878
2018,4,17,2,1
2018,4,17,3,1
2018,4,17,4,1
2018,4,17,5,1
2018,4,17,6,1
2018,4,17,7,1
2018,4,17,8,1
2018,4,17,9,1
2018,4,17,10,0.997118374
2018,4,17,11,0.989773032
2018,4,17,12,0.961198861
2018,4,17,13,0.884424433
2018,4,17,14,0.559253251
2018,4,17,15,0.477270092
2018,4,17,16,0.591576292
2018,4,17,17,0.772829803
2018,4,17,18,0.767825074
2018,4,17,19,0.788510554
2018,4,17,20,0.841329548
2018,4,17,21,0.892977371
2018,4,17,22,0.926275961
2018,4,17,23,0.943651928
2018,4,17,24,0.943917811
2018,4,18,1,0.990273123
2018,4,18,2,0.998119796
2018,4,18,3,0.99456153
2018,4,18,4,0.994885731
2018,4,18,5,0.995998333
2018,4,18,6,0.993391415
2018,4,18,7,0.984954118
2018,4,18,8,0.969040498
2018,4,18,9,0.922591061
2018,4,18,10,0.87122721
2018,4,18,11,0.856645122
2018,4,18,12,0.84275436
2018,4,18,13,0.790778123
2018,4,18,14,0.809628038
2018,4,18,15,0.969801173
2018,4,18,16,0.937160029
2018,4,18,17,0.855866498
2018,4,18,18,0.740241377
2018,4,18,19,0.592407947
2018,4,18,20,0.471528856
2018,4,18,21,0.376086659
2018,4,18,22,0.289393884
2018,4,18,23,0.22177579
2018,4,18,24,0.180920315
2018,4,19,1,0.240242126
2018,4,19,2,0.505313564
2018,4,19,3,0.70983959
2018,4,19,4,0.748058331
2018,4,19,5,0.752591069
2018,4,19,6,0.755921034
2018,4,19,7,0.781202792
2018,4,19,8,0.80377008
2018,4,19,9,0.819871761
2018,4,19,10,0.778400356
2018,4,19,11,0.641836445
2018,4,19,12,0.491942963
2018,4,19,13,0.309974352
2018,4,19,14,0.132821272
2018,4,19,15,0.264999221
2018,4,19,16,0.339937625
2018,4,19,17,0.348049411
2018,4,19,18,0.334057951
2018,4,19,19,0.326848347
2018,4,19,20,0.352896242
2018,4,19,21,0.407581064
2018,4,19,22,0.486128499
2018,4,19,23,0.590570947
2018,4,19,24,0.691550236
2018,4,20,1,0.772239412
2018,4,20,2,0.979451473
2018,4,20,3,0.95584069
2018,4,20,4,0.901926858
2018,4,20,5,0.859007241
2018,4,20,6,0.767612124
2018,4,20,7,0.688074287
2018,4,20,8,0.631845303
2018,4,20,9,0.593530426
2018,4,20,10,0.577402169
2018,4,20,11,0.592527604
2018,4,20,12,0.602945044
2018,4,20,13,0.572164353
2018,4,20,14,0.88405602
2018,4,20,15,0.999989914
2018,4,20,16,0.998380511
2018,4,20,17,0.99417344
2018,4,20,18,0.992249479
2018,4,20,19,0.994789699
2018,4,20,20,0.99667693
2018,4,20,21,0.998589283
2018,4,20,22,1
2018,4,20,23,1
2018,4,20,24,1
2018,4,21,1,0.973951417
2018,4,21,2,0.9488786
2018,4,21,3,0.904300653
2018,4,21,4,0.842271733
2018,4,21,5,0.751626882
2018,4,21,6,0.68462284
2018,4,21,7,0.621549651
2018,4,21,8,0.583598439
2018,4,21,9,0.549642288
2018,4,21,10,0.522835004
2018,4,21,11,0.478508179
2018,4,21,12,0.424986774
2018,4,21,13,0.356930693
2018,4,21,14,0.297154669
2018,4,21,15,0.380034418
2018,4,21,16,0.424968267
2018,4,21,17,0.424349142
2018,4,21,18,0.434486029
2018,4,21,19,0.448095256
2018,4,21,20,0.471618408
2018,4,21,21,0.50755078
2018,4,21,22,0.525791306
2018,4,21,23,0.523364154
2018,4,21,24,0.502819742
2018,4,22,1,0.491050058
2018,4,22,2,0.515905767
2018,4,22,3,0.46665936
2018,4,22,4,0.415646424
2018,4,22,5,0.34865852
2018,4,22,6,0.286492328
2018,4,22,7,0.240596335
2018,4,22,8,0.20854186
2018,4,22,9,0.180296527
2018,4,22,10,0.168798536
2018,4,22,11,0.165834733
2018,4,22,12,0.176143488
2018,4,22,13,0.158119946
2018,4,22,14,0.186901429
2018,4,22,15,0.217803779
2018,4,22,16,0.20490408
2018,4,22,17,0.171679897
2018,4,22,18,0.143846855
2018,4,22,19,0.126276198
2018,4,22,20,0.114941315
2018,4,22,21,0.105152759
2018,4,22,22,0.094735261
2018,4,22,23,0.080697021
2018,4,22,24,0.068508326
2018,4,23,1,0.092549609
2018,4,23,2,0.295611831
2018,4,23,3,0.384709197
2018,4,23,4,0.35469976
2018,4,23,5,0.294744917
2018,4,23,6,0.231377123
2018,4,23,7,0.176741188
2018,4,23,8,0.140094718
2018,4,23,9,0.123065232
2018,4,23,10,0.118169429
2018,4,23,11,0.119418196
2018,4,23,12,0.127359186
2018,4,23,13,0.126865154
2018,4,23,14,0.038475506
2018,4,23,15,0.045804281
2018,4,23,16,0.039567548
2018,4,23,17,0.031306434
2018,4,23,18,0.026055104
2018,4,23,19,0.02654898
2018,4,23,20,0.027224397
2018,4,23,21,0.028110109
2018,4,23,22,0.03041288
2018,4,23,23,0.033857817
2018,4,23,24,0.039904511
2018,4,24,1,0.126430616
2018,4,24,2,0.502828566
2018,4,24,3,0.761346385
2018,4,24,4,0.914028737
2018,4,24,5,0.914239929
2018,4,24,6,0.871034235
2018,4,24,7,0.825370336
2018,4,24,8,0.782881317
2018,4,24,9,0.739526457
2018,4,24,10,0.683381075
2018,4,24,11,0.61421509
2018,4,24,12,0.529838404
2018,4,24,13,0.34997552
2018,4,24,14,0.117912806
2018,4,24,15,0.171475417
2018,4,24,16,0.193403694
2018,4,24,17,0.181630441
2018,4,24,18,0.163407446
2018,4,24,19,0.146542332
2018,4,24,20,0.144118556
2018,4,24,21,0.156106837
2018,4,24,22,0.180553045
2018,4,24,23,0.220818226
2018,4,24,24,0.317597763
2018,4,25,1,0.540008471
2018,4,25,2,0.74086986
2018,4,25,3,0.779626441
2018,4,25,4,0.796357206
2018,4,25,5,0.804481739
2018,4,25,6,0.797342469
2018,4,25,7,0.772059635
2018,4,25,8,0.744310986
2018,4,25,9,0.729062807
